iter	Logloss
195	0.1119755537
196	0.1118197212
197	0.1117330483
198	0.1115369783
199	0.1113899256
200	0.1112408984
201	0.1110167401
202	0.1109089391
203	0.1107650561
204	0.1106105889
205	0.1104684638
206	0.1102854196
207	0.1099959943
208	0.109846294
209	0.1097528715
210	0.1096159844
211	0.1094504303
212	0.1092255873
213	0.1090608019
214	0.1088627255
215	0.1087586864
216	0.1085784412
217	0.1084658468
218	0.1083200391
219	0.1082094745
220	0.1080125826
221	0.1077886245
222	0.1076468092
223	0.1075086056
224	0.1073533591
225	0.1072215828
226	0.1070849434
227	0.1069657234
228	0.1068277129
229	0.1067191496
230	0.1065058382
231	0.1063324101
232	0.1060572257
233	0.1058555923
234	0.1056730881
235	0.1054268363
236	0.1052620679
237	0.1052102596
238	0.1051260693
239	0.1050354089
240	0.1048155839
241	0.1047357978
242	0.1045546953
243	0.1043812631
244	0.1042534045
245	0.1041471092
246	0.1039739311
247	0.1037904591
248	0.1036491908
249	0.1035126568
250	0.1034229141
251	0.1033411482
252	0.1032313382
253	0.1031257647
254	0.1030214549
255	0.1028105017
256	0.1026373847
257	0.1023686921
258	0.1021593916
259	0.1020522967
260	0.1019907882
261	0.1018837982
262	0.1017364464
263	0.1016417915
264	0.1014657058
265	0.1013795719
266	0.1012053618
267	0.1010398503
268	0.1008564092
269	0.1005888038
270	0.1004476067
271	0.1002728219
272	0.1001896685
273	0.09998103446
274	0.09992906241
275	0.09981097297
276	0.09970279625
277	0.0994883441
278	0.09932361945
279	0.09922695541
280	0.09914514224
281	0.09903762711
282	0.09893180139
283	0.09887115498
284	0.09877794327
285	0.0985469117
286	0.09835950025
287	0.09830248073
288	0.09816809913
289	0.09807049727
290	0.09788562544
291	0.09774306923
292	0.09770449329
293	0.09763124411
294	0.09751863231
295	0.09745359535
296	0.09729077142
297	0.09712858398
298	0.09707450552
299	0.09687625704
300	0.09666089646
301	0.09656715476
302	0.09637467187
303	0.09623806786
304	0.09608758886
305	0.09596902985
306	0.09591701605
307	0.09586531758
308	0.09568502663
309	0.09555537837
310	0.09539731254
311	0.09529543655
312	0.09515860576
313	0.09511524889
314	0.09503499299
315	0.09491658245
316	0.09476251958
317	0.09470528422
318	0.09459521429
319	0.0944972521
320	0.09439669505
321	0.09434382268
322	0.09412103635
323	0.09402498634
324	0.09392891971
325	0.09380269634
326	0.09367209475
327	0.09358491628
328	0.09347275798
329	0.09330075177
330	0.09315854819
331	0.09300889755
332	0.09293710924
333	0.09282408133
334	0.09270994913
335	0.09254189767
336	0.09248572874
337	0.09232162464
338	0.09228940222
339	0.09220325734
340	0.09209774728
341	0.09200487075
342	0.09184938733
343	0.09172470777
344	0.0916135224
345	0.09143063448
346	0.0912938989
347	0.09118057451
348	0.09104667076
349	0.09092315469
350	0.09082112083
351	0.09075202
352	0.09059659802
353	0.09045027432
354	0.09030378621
355	0.09012754955
356	0.09005726115
357	0.08991183926
358	0.08983942637
359	0.0897751903
360	0.08974933881
361	0.08961866776
362	0.08956127017
363	0.08950081752
364	0.08942443977
365	0.08929945002
366	0.08921983601
367	0.08913345058
368	0.08901690633
369	0.08890466986
370	0.0887470678
371	0.08867073172
372	0.08845595319
373	0.08840035367
374	0.08832765367
375	0.08827281067
376	0.08812671239
377	0.08799783614
378	0.08790517261
379	0.08784344986
380	0.0876931325
381	0.08755739346
382	0.08743203495
383	0.0873644219
384	0.08729428087
385	0.08713500558
386	0.0870139449
387	0.08688641556
388	0.08673383479
389	0.08668655932
390	0.08663167829
391	0.08649728561
392	0.08636485968
393	0.08631652953
394	0.0862730282
395	0.08620192887
396	0.08616856529
397	0.08606305656
398	0.08598316712
399	0.08585448799
400	0.08571344729
401	0.08561343116
402	0.08553520782
403	0.0854186651
404	0.08533037071
405	0.08529103555
406	0.08521604009
407	0.08507603572
408	0.08504117848
409	0.08497974458
410	0.08493904439
411	0.08473170677
412	0.08463375968
413	0.08452197593
414	0.08435854562
415	0.08422599869
416	0.08412955825
417	0.08408628925
418	0.08397643795
419	0.08389515775
420	0.08380577394
421	0.08375160618
422	0.08364866384
423	0.08358854722
424	0.0835308567
425	0.0833528491
426	0.08319027998
427	0.08312911684
428	0.08307841033
429	0.08302367158
430	0.08294996551
431	0.08290979465
432	0.0828082716
433	0.08270353326
434	0.0825749801
435	0.08248610012
436	0.08234971634
437	0.08221408662
438	0.08213900376
439	0.08199838978
440	0.08192375774
441	0.08179775965
442	0.08172453318
443	0.08163922174
444	0.08155499637
445	0.08135215974
446	0.08122231503
447	0.08115423427
448	0.08106062875
449	0.08094701242
450	0.08086727043
451	0.08078819096
452	0.08071746177
453	0.08064607919
454	0.08048429179
455	0.08028579099
456	0.08022480211
457	0.08017562263
458	0.0799911624
459	0.0798689088
460	0.07981321212
461	0.07972331607
462	0.07964167143
463	0.07959753571
464	0.07947644529
465	0.07933428188
466	0.07930801671
467	0.07920568283
468	0.07911436019
469	0.07903761153
470	0.07887036798
471	0.07881875902
472	0.07871082463
473	0.07863114231
474	0.07856232386
475	0.0784627705
476	0.07837285933
477	0.07822463109
478	0.07807693891
479	0.07802524641
480	0.07786882733
481	0.07772789958
482	0.07767415763
483	0.07760875015
484	0.07755563521
485	0.07751206178
486	0.07732179222
487	0.07720883444
488	0.07705426075
489	0.07691781962
490	0.07681747711
491	0.07677941824
492	0.07672399513
493	0.07658078131
494	0.07652609832
495	0.07648920627
496	0.07643676373
497	0.07638750445
498	0.07627414894
499	0.07614824107
500	0.07601877986
501	0.07597710188
502	0.07590612175
503	0.07582161164
504	0.07572135059
505	0.07565883885
506	0.07558861667
507	0.07549705374
508	0.07541700159
509	0.07534284561
510	0.07526260721
511	0.07518738859
512	0.07515035138
513	0.07501546881
514	0.07495668674
515	0.07486983916
516	0.07477055303
517	0.07469323013
518	0.07459314077
519	0.07457013453
520	0.07437953465
521	0.07427462393
522	0.07417555909
523	0.07410703242
524	0.07394080214
525	0.07386227129
526	0.07377032807
527	0.07367610971
528	0.07357423595
529	0.07349677374
530	0.07338915865
531	0.07326946311
532	0.07317374403
533	0.07306674682
534	0.0729344929
535	0.07288781733
536	0.07280333232
537	0.072747857
538	0.0726429076
539	0.07257366536
540	0.07248523325
541	0.07239110821
542	0.07225212941
543	0.07221168251
544	0.0721738952
545	0.07212981752
546	0.07203260248
547	0.07191697677
548	0.07177066522
549	0.0716984005
550	0.07161311643
551	0.07149671651
552	0.07135388533
553	0.07130945524
554	0.07117281396
555	0.07111273796
556	0.07107124943
557	0.07096619949
558	0.07080992938
559	0.07068374381
560	0.07063126483
561	0.07059585747
562	0.07052552111
563	0.07045364356
564	0.07028141845
565	0.07021923287
566	0.0701806291
567	0.07013966346
568	0.07007609338
569	0.07005269301
570	0.06995389412
571	0.06983236694
572	0.0698014552
573	0.06972835789
574	0.06969520572
575	0.06962649485
576	0.06959511702
577	0.06945245215
578	0.06936521299
579	0.06928140063
580	0.06925352566
581	0.06922476799
582	0.06908481917
583	0.06904526867
584	0.06902487206
585	0.06898649051
586	0.06893943809
587	0.06891792182
588	0.06889498019
589	0.06883186828
590	0.06872454834
591	0.06860610538
592	0.06851206909
593	0.06842342848
594	0.06828079363
595	0.0682348213
596	0.06813440391
597	0.06811199842
598	0.06795033837
599	0.06789487622
600	0.06783268904
601	0.06780913233
602	0.06775030828
603	0.06770348774
604	0.06762559625
605	0.06755768041
606	0.06753849258
607	0.0675005677
608	0.06739379182
609	0.0673049922
610	0.06725583499
611	0.06712674031
612	0.06709398657
613	0.06699425699
614	0.06689869042
615	0.06680129852
616	0.06671722179
617	0.06664257139
618	0.06655176081
619	0.06647374578
620	0.06631894037
621	0.06624981891
622	0.06614399424
623	0.06611597867
624	0.06609597733
625	0.06603867396
626	0.06597101861
627	0.06590097729
628	0.06586927449
629	0.06584366312
630	0.0657864102
631	0.06571510753
632	0.06560961644
633	0.0654840169
634	0.06546928616
635	0.06541270647
636	0.06538823131
637	0.0653608145
638	0.06532920906
639	0.06526848857
640	0.06521974806
641	0.06520217086
642	0.0651175408
643	0.06506315972
644	0.06503765957
645	0.06488719368
646	0.064803354
647	0.06471990126
648	0.06466962718
649	0.0646121189
650	0.0645683618
651	0.06448601451
652	0.06443947989
653	0.06433840864
654	0.0643169651
655	0.06424510799
656	0.06421473518
657	0.06418706304
658	0.06410686801
659	0.06405720069
660	0.06402277821
661	0.06400237291
662	0.06395406218
663	0.06383517035
664	0.06372030136
665	0.06369658344
666	0.06364477619
667	0.06362103148
668	0.06359288815
669	0.06354378056
670	0.06349571007
671	0.06335722518
672	0.0633253314
673	0.06328204339
674	0.0632417786
675	0.06318947052
676	0.06315894201
677	0.06314314288
678	0.06312558519
679	0.06302270151
680	0.06296146857
681	0.06288225537
682	0.0627941335
683	0.06277818308
684	0.06273182522
685	0.06266613985
686	0.06252509335
687	0.06250236668
688	0.06246232361
689	0.06235665613
690	0.06233013489
691	0.06228740296
692	0.06219440806
693	0.06205561799
694	0.06203198016
695	0.06201426974
696	0.06190510319
697	0.06179859315
698	0.06172290309
699	0.06155237299
700	0.06152767502
701	0.06148291674
702	0.06139961928
703	0.06132547431
704	0.0611733235
705	0.06115394622
706	0.06104268636
707	0.06102920055
708	0.06100924238
709	0.06099916833
710	0.06097834649
711	0.06096723293
712	0.0608747164
713	0.06079394777
714	0.06070449507
715	0.06067581686
716	0.0606470741
717	0.06055305731
718	0.06051642814
719	0.06035616991
720	0.06027884701
721	0.06025225478
722	0.06022149893
723	0.06020319844
724	0.06012017908
725	0.06001824187
726	0.05997656085
727	0.0599545706
728	0.05990320724
729	0.05980794825
730	0.0597933858
731	0.05977974797
732	0.05966299669
733	0.05965532062
734	0.05958357097
735	0.05955654843
736	0.05945813461
737	0.05942556778
738	0.05935598989
739	0.05932936785
740	0.05929307578
741	0.05917994673
742	0.05916259126
743	0.0590070614
744	0.05897790487
745	0.05896550687
746	0.05892189457
747	0.05887770931
748	0.05885108788
749	0.0587684571
750	0.05865632825
751	0.05851749057
752	0.05847623921
753	0.05844937028
754	0.05838276307
755	0.05836688307
756	0.05833322755
757	0.05824718189
758	0.05815665096
759	0.05806289169
760	0.05796376724
761	0.05782346071
762	0.05781686859
763	0.05777948569
764	0.05776622665
765	0.05771100077
766	0.05764780586
767	0.05763806597
768	0.05752811726
769	0.05744988817
770	0.05742474459
771	0.0572884592
772	0.05713982976
773	0.05707518199
774	0.05700578353
775	0.05690759931
776	0.0568791877
777	0.05685082372
778	0.05683341749
779	0.05676559999
780	0.05674616971
781	0.05666705487
782	0.05665443256
783	0.05658891496
784	0.05644156138
785	0.05642519824
786	0.05640859186
787	0.056341797
788	0.05618643052
789	0.05612360924
790	0.05604972783
791	0.05596492855
792	0.05588819824
793	0.05587962026
794	0.0558537191
795	0.05582855859
796	0.05572424679
797	0.05570091965
798	0.05560045904
799	0.05555644515
800	0.05553184049
801	0.05551806507
802	0.05548706952
803	0.05538660552
804	0.05533588336
805	0.05531172997
806	0.05516931555
807	0.05505071966
808	0.055021426
809	0.05498822782
810	0.05496384463
811	0.05486721004
812	0.05477724122
813	0.0547153996
814	0.05467615465
815	0.05460870611
816	0.05456281204
817	0.05454575676
818	0.05450242052
819	0.0544185722
820	0.05435204913
821	0.05430277799
822	0.05420890701
823	0.05414265286
824	0.05412938352
825	0.05400581716
826	0.05390580854
827	0.05386531982
828	0.05380237106
829	0.0537918652
830	0.05375549971
831	0.05372480605
832	0.05368403847
833	0.05364426711
834	0.05363049611
835	0.05354873211
836	0.05347516681
837	0.05336645585
838	0.05333681387
839	0.05329853728
840	0.0532081852
841	0.05319521387
842	0.0531748104
843	0.05313265616
844	0.05308053305
845	0.05297972921
846	0.0529724757
847	0.05293614022
848	0.05284820703
849	0.05282837636
850	0.05277455773
851	0.05276277203
852	0.05270164631
853	0.05266796894
854	0.05261676499
855	0.05252131231
856	0.05244389315
857	0.05240382952
858	0.05234726885
859	0.05233497404
860	0.05225262606
861	0.05220415671
862	0.05212951123
863	0.05204932811
864	0.05197323824
865	0.05191042522
866	0.05182361841
867	0.05178626003
868	0.051720661
869	0.05165187105
870	0.05159885568
871	0.05154687612
872	0.05147430692
873	0.05144054354
874	0.05138654084
875	0.05127363242
876	0.05124443889
877	0.05119464551
878	0.05108493517
879	0.05106651865
880	0.05100372079
881	0.05093223654
882	0.05089699631
883	0.05084228518
884	0.05077950029
885	0.05069647084
886	0.05061799811
887	0.05056936073
888	0.05055824744
889	0.05054695091
890	0.05051253421
891	0.05040382343
892	0.05032302457
893	0.0502425572
894	0.05018628785
895	0.05017670882
896	0.05014307302
897	0.05008431707
898	0.05002040361
899	0.05000356166
900	0.04994870192
901	0.04993673332
902	0.04986912389
903	0.04976417068
904	0.04971365516
905	0.0497009237
906	0.0496449633
907	0.0495607479
908	0.04943763261
909	0.04941709244
910	0.04938433092
911	0.04933113876
912	0.04928158335
913	0.04926077039
914	0.04919670113
915	0.04914692044
916	0.04904467646
917	0.04898609933
918	0.0489351918
919	0.04892387182
920	0.04884219084
921	0.04881714786
922	0.04879546496
923	0.04878336433
924	0.04876707719
925	0.04870352095
926	0.04867188019
927	0.04866102685
928	0.04860629711
929	0.0485270584
930	0.04844323911
931	0.04835187739
932	0.0482527911
933	0.04819994319
934	0.04812311943
935	0.04806529786
936	0.0480498801
937	0.04796123468
938	0.04790661783
939	0.04785366389
940	0.04775795833
941	0.04767820224
942	0.04763565385
943	0.04757355933
944	0.04753223836
945	0.04747111571
946	0.04741363708
947	0.04736595837
948	0.04731675303
949	0.04724264264
950	0.04721346421
951	0.04712161523
952	0.04707957285
953	0.0470495799
954	0.04700341778
955	0.04697691087
956	0.04692705015
957	0.04688822585
958	0.0468432071
959	0.04677119538
960	0.04672266651
961	0.04664262494
962	0.04659868454
963	0.04658925417
964	0.04651875275
965	0.04647800169
966	0.04643671815
967	0.04639563798
968	0.04630729164
969	0.04626808947
970	0.04622694845
971	0.04620271005
972	0.04612619128
973	0.04604425294
974	0.04600899902
975	0.04597881113
976	0.04592501747
977	0.04589277962
978	0.04586842383
979	0.04583230743
980	0.0457773822
981	0.04570399976
982	0.04568014236
983	0.04560888134
984	0.04558148519
985	0.04552097663
986	0.04549564469
987	0.04543645294
988	0.04535737132
989	0.04527577181
990	0.04524847111
991	0.04521090566
992	0.04516549264
993	0.04511434635
994	0.04504624071
995	0.04503716466
996	0.04499278402
997	0.04492626935
998	0.0448604539
999	0.0448355733
