Node,Hub Score,Authority Score,Spectrum,Degree Centrality,Betweenness Centrality,Closeness Centrality,PageRank,Harmonic Centrality,Personalized PageRank (Alpha=0.5),Closeness in Closeness Centrality,Adjusted Closeness Centrality,Weighted Closeness Centrality,Average Neighbor Degree Centrality,Clustering Centrality,Core Number Centrality,Directed Eigenvector Centrality
Q13535,0.0,3.307400144164485e-19,-4.5457697087732685,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,4.345459253207872e-19
Q15397,0.0,7.30035045231764e-19,-3.310771998706289,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,4.176543841951188e-19
P29122,0.007912154572606854,0.0042449877913962805,-4.116806546503164,0.0001866019779809666,0.0,0.007183856409330304,0.00045690519763471303,51.753968253968296,0.00022786384395736626,0.16244002741603839,0.16244002741603839,0.16244002741603839,36.0,0,1,0.048268762439122335
Q9Y2L1,8.448611015311378e-19,9.966449906366487e-18,-4.237617643157423,0.0001866019779809666,0.0,0.002193609918931807,0.0004914448460322683,12.0,0.00023425944509463948,0.5111111111111111,0.5111111111111111,0.5111111111111111,23.0,0,1,1.332345891602951e-17
P14314,1.6664876679632758e-18,3.482131991252967e-18,4.000000000000004,0.0001866019779809666,0.0,0.0007033459170051818,0.000530954601036273,4.0,0.0002457055017459006,0.5384615384615384,0.5384615384615384,0.5384615384615384,7.0,0,1,-2.170009167834505e-18
P30414,8.045356120617732e-19,4.0520993289391126e-19,1.7159018607560481,0.0001866019779809666,0.0,0.0015409711730041114,0.0004990072600760039,8.5,0.00023645029187554492,0.5161290322580645,0.5161290322580645,0.5161290322580645,16.0,0,1,-1.719621653420932e-18
Q8N4C6,1.081550683187645e-05,5.802679161364362e-06,1.4041551997902404,0.0001866019779809666,0.0,0.006287490402647218,0.00044921621430324686,46.85043290043296,0.00022692147755639758,0.14217156568686262,0.14217156568686262,0.14217156568686262,34.0,0,1,6.598090635052981e-05
Q13724,0.0,6.532690432149109e-20,-1.715901860756043,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-6.211257850682701e-19
P24539,0.0,-5.906560918920644e-19,-1.4041551997902384,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,9.176643151108331e-19
Q8NBS9,0.015170926186442222,0.008139425974889971,-4.795831523312731,0.0001866019779809666,0.0,0.0074387838901440115,0.0004566102538398827,55.05396825396831,0.00022748538530872956,0.16820440028388928,0.16820440028388928,0.16820440028388928,43.0,0,1,0.092551507349227
Q96JC1,0.0,-2.8058037578044172e-19,-4.358898943540674,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,1.3362017431517496e-18
P31323,1.081550683187645e-05,5.802679161368413e-06,-3.999999999999999,0.0001866019779809666,0.0,0.006287490402647218,0.00044921621430324686,46.85043290043296,0.00022692147755639758,0.14217156568686262,0.14217156568686262,0.14217156568686262,34.0,0,1,6.59809063505362e-05
Q13427,0.0,-8.687126357267209e-20,-2.6457513110645934,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-1.6638820355027602e-19
P51114,0.0,-8.480277634306018e-19,2.6457513110645903,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-4.306702120322914e-19
O75150,1.8085886527339807e-05,9.703345252168492e-06,2.999999999999998,0.0001866019779809666,0.0,0.007958425589379583,0.00044381044339876903,55.939682539682586,0.0002247604346373417,0.17995444191343962,0.17995444191343962,0.17995444191343962,39.0,0,1,0.00011033446733346514
P10721,0.015170926186442222,0.008139425974889968,-3.0,0.0001866019779809666,0.0,0.0074387838901440115,0.0004566102538398827,55.05396825396831,0.00022748538530872956,0.16820440028388928,0.16820440028388928,0.16820440028388928,43.0,0,1,0.092551507349227
P20674,0.0,-9.991758561150506e-20,3.365355050620261e-16,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-3.753378096294793e-19
Q9NY61,4.4001864638232723e-05,2.3607650289689314e-05,2.449489742783177,0.0001866019779809666,0.0,0.008514416329173772,0.0004744901495876933,52.66785714285711,0.0002317163563609173,0.1925264012997563,0.1925264012997563,0.1925264012997563,24.0,0,1,0.0002684370649748725
Q9BQS8,2.8901393359216256e-05,1.5506024413526526e-05,-2.449489742783179,0.0003732039559619332,5.6558718223421013e-05,0.008311852895490019,0.0007600758442964529,63.356349206349236,0.000277467949409823,0.1879460745440127,0.1879460745440127,0.1879460745440127,36.5,0,2,0.00017631537368399441
Q93084,4.4001864638232723e-05,2.3607650289688928e-05,-1.8683537354970798e-16,0.0001866019779809666,0.0,0.008514416329173772,0.0004744901495876933,52.66785714285711,0.0002317163563609173,0.1925264012997563,0.1925264012997563,0.1925264012997563,24.0,0,1,0.00026843706497487363
P51991,0.0,4.840375728807292e-19,1.1285986691179462e-16,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-3.0326941146351e-19
Q99959,0.0,-5.470635508495595e-19,-1.0573913871841808e-16,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-4.0596096845624896e-19
P35658,1.8607010629617188e-05,9.982936030090538e-06,-1.0573913871841808e-16,0.0003732039559619332,0.00017315883436382345,0.008093626641863253,0.0008008093995877788,59.10634920634924,0.0002876210425494178,0.18301158301158302,0.18301158301158302,0.18301158301158302,25.0,0,1,0.00011351362861772913
Q14573,6.208775116557254e-05,3.3310995541850486e-05,-4.055074773462667e-17,0.0003732039559619332,0.0009458958047710065,0.010107277243213995,0.0007853497795808994,67.86785714285706,0.00028226282821434273,0.22854387656702024,0.22854387656702024,0.22854387656702024,31.5,0,2,0.00037877153230832467
Q9P0M6,0.0,-1.4587193216350841e-18,-4.055074773462667e-17,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-3.1309149407603295e-19
P49454,1.081550683187645e-05,5.802679161367483e-06,5.069942803746254e-17,0.0001866019779809666,0.0,0.006287490402647218,0.00044921621430324686,46.85043290043296,0.00022692147755639758,0.14217156568686262,0.14217156568686262,0.14217156568686262,34.0,0,1,6.598090635055421e-05
O00566,4.4001864638232723e-05,2.360765028968897e-05,5.069942803746254e-17,0.0001866019779809666,0.0,0.008514416329173772,0.0004744901495876933,52.66785714285711,0.0002317163563609173,0.1925264012997563,0.1925264012997563,0.1925264012997563,24.0,0,1,0.0002684370649748722
Q9UGI8,8.448611015311378e-19,9.64746331888385e-18,4.4757017338690634e-17,0.0001866019779809666,0.0,0.002193609918931807,0.0004914448460322683,12.0,0.00023425944509463948,0.5111111111111111,0.5111111111111111,0.5111111111111111,23.0,0,1,8.431656432861295e-18
Q6PCD5,1.8085886527339807e-05,9.703345252170516e-06,4.4757017338690634e-17,0.0001866019779809666,0.0,0.007958425589379583,0.00044381044339876903,55.939682539682586,0.0002247604346373417,0.17995444191343962,0.17995444191343962,0.17995444191343962,39.0,0,1,0.0001103344673334704
Q8N0Z8,0.0,7.87502214684544e-19,-3.435173681270014e-17,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-1.388329073887261e-18
P20042,8.045356120617732e-19,8.008036239853313e-19,-3.435173681270014e-17,0.0001866019779809666,0.0,0.0015409711730041114,0.0004990072600760039,8.5,0.00023645029187554492,0.5161290322580645,0.5161290322580645,0.5161290322580645,16.0,0,1,-1.9665771065327044e-18
Q9UNE7,5.672263040387487e-18,-6.877875468753415e-17,2.1663430888248932e-18,0.0001866019779809666,0.0,0.003193226348199291,0.0004823520213580414,18.083333333333332,0.00023199896652380497,0.4625,0.4625,0.4625,33.0,0,1,-1.0438101674995159e-16
P12109,0.007912154572606854,0.004244987791396283,2.1663430888248932e-18,0.0001866019779809666,0.0,0.007183856409330304,0.00045690519763471303,51.753968253968296,0.00022786384395736626,0.16244002741603839,0.16244002741603839,0.16244002741603839,36.0,0,1,0.04826876243912235
P19784,0.0,2.631709821962021e-19,1.6259995619046638e-17,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,1.14034233264886e-19
Q7LGA3,0.0,-3.7562688402041386e-20,1.6259995619046638e-17,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,3.8529814926351326e-19
Q9Y2T4,0.0,5.3584106099014955e-20,-2.6934432550798668e-17,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,5.692774096049586e-19
P23284,0.015170926186442222,0.008139425974889968,-2.6934432550798668e-17,0.0001866019779809666,0.0,0.0074387838901440115,0.0004566102538398827,55.05396825396831,0.00022748538530872956,0.16820440028388928,0.16820440028388928,0.16820440028388928,43.0,0,1,0.09255150734922696
Q9UNS1,0.0,5.148537217071097e-19,1.4300759644377163e-17,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,8.502703209514616e-19
A7MCY6,1.081550683187645e-05,5.802679161367318e-06,1.4300759644377163e-17,0.0001866019779809666,0.0,0.006287490402647218,0.00044921621430324686,46.85043290043296,0.00022692147755639758,0.14217156568686262,0.14217156568686262,0.14217156568686262,34.0,0,1,6.598090635053564e-05
Q6P2E9,1.8085886527339807e-05,9.703345252168492e-06,1.9335418074932517e-17,0.0001866019779809666,0.0,0.007958425589379583,0.00044381044339876903,55.939682539682586,0.0002247604346373417,0.17995444191343962,0.17995444191343962,0.17995444191343962,39.0,0,1,0.00011033446733345239
Q9NP72,0.0,6.018324218202725e-21,-1.0430321948369027e-17,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-5.485977375621906e-19
Q9H6F5,0.0,-3.162319527846908e-19,-1.0430321948369027e-17,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,8.433878340311347e-20
P23468,0.015170926186442222,0.008139425974889971,6.856848664134083e-18,0.0001866019779809666,0.0,0.0074387838901440115,0.0004566102538398827,55.05396825396831,0.00022748538530872956,0.16820440028388928,0.16820440028388928,0.16820440028388928,43.0,0,1,0.09255150734922697
P30519,0.0,1.5085584846657817e-20,-3.525031847678236e-18,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,8.293348367227686e-19
P61106,0.015718503796671515,0.00843320945054563,2.589592910715177e-18,0.0003732039559619332,0.0002745744670403025,0.007633828478669273,0.0008086480038152168,59.970634920634964,0.0002873463363129906,0.1726147123088128,0.1726147123088128,0.1726147123088128,30.5,0,1,0.09589205047722003
P62072,0.0,-1.3197034156128633e-20,2.2243955371793906e-19,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-7.365163651381005e-19
Q6NUT2,1.6664876679632758e-18,4.812838371935577e-18,2.2243955371793906e-19,0.0001866019779809666,0.0,0.0007033459170051818,0.000530954601036273,4.0,0.0002457055017459006,0.5384615384615384,0.5384615384615384,0.5384615384615384,7.0,0,1,-4.552061061010674e-18
Q9NPF4,8.448611015311378e-19,9.281381787268327e-18,-2.0767045640596782e-18,0.0001866019779809666,0.0,0.002193609918931807,0.0004914448460322683,12.0,0.00023425944509463948,0.5111111111111111,0.5111111111111111,0.5111111111111111,23.0,0,1,9.949812387525691e-18
Q8NCA5,1.1568419755513968e-19,-1.0894444710436762e-18,-1.1900347832632659e-18,0.0001866019779809666,0.0,0.0018206301094899713,0.0004950839024142161,10.0,0.00023531368715462407,0.5135135135135135,0.5135135135135135,0.5135135135135135,19.0,0,1,-7.685512604556454e-18
Q9P2K2,0.015170926186442222,0.00813942597488997,8.710020954393219e-19,0.0001866019779809666,0.0,0.0074387838901440115,0.0004566102538398827,55.05396825396831,0.00022748538530872956,0.16820440028388928,0.16820440028388928,0.16820440028388928,43.0,0,1,0.09255150734922699
Q8WU90,8.448611015311378e-19,5.954081322922755e-18,-4.459429267283923e-19,0.0001866019779809666,0.0,0.002193609918931807,0.0004914448460322683,12.0,0.00023425944509463948,0.5111111111111111,0.5111111111111111,0.5111111111111111,23.0,0,1,1.176988562237269e-17
Q15818,0.007912154572606854,0.004244987791396281,-4.459429267283923e-19,0.0001866019779809666,0.0,0.007183856409330304,0.00045690519763471303,51.753968253968296,0.00022786384395736626,0.16244002741603839,0.16244002741603839,0.16244002741603839,36.0,0,1,0.04826876243912233
Q9GZR2,8.045356120617732e-19,-4.088120692001814e-19,-1.9949566602212138e-19,0.0001866019779809666,0.0,0.0015409711730041114,0.0004990072600760039,8.5,0.00023645029187554492,0.5161290322580645,0.5161290322580645,0.5161290322580645,16.0,0,1,-2.377102221168575e-19
O60885,-8.620054441796408e-19,6.418177812863163e-18,1.7891742182065484e-19,0.0001866019779809666,0.0,0.0006106973824831634,0.0005404204798393157,3.5,0.0002484477861519319,0.5454545454545454,0.5454545454545454,0.5454545454545454,6.0,0,1,-9.643954156794044e-18
P13489,4.138123442951551e-07,2.220164347525173e-07,-3.5267882254928655e-20,0.0001866019779809666,0.0,0.005878433259233265,0.0005336906584647501,36.68376623376633,0.00026956926755581105,0.13292204150308468,0.13292204150308468,0.13292204150308468,2.0,0,1,2.5244969061733675e-06
Q99567,5.211241022773803e-07,2.7959077792286743e-07,4.726500144479309e-20,0.0001866019779809666,0.0,0.0059995686898757375,0.0004899497695945727,39.6837662337663,0.00023707457069599246,0.135661133371494,0.135661133371494,0.135661133371494,11.0,0,1,3.1791612842712785e-06
Q9NXA8,2.1461195734478773e-19,-4.0927707569263484e-19,8.011697501073076e-21,0.0001866019779809666,0.0,0.0008891035421446056,0.0005183334292988827,5.0,0.00024204912253785886,0.5294117647058824,0.5294117647058824,0.5294117647058824,9.0,0,1,6.595799389253171e-18
P05062,0.0,-1.5695338356809618e-19,-3.096217151119427e-21,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-1.0960795355629686e-19
Q6ZT07,0.0,8.077507294279309e-20,-3.096217151119427e-21,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-5.557576934221934e-19
Q9UN86,1.1568419755513968e-19,2.3665709447862633e-18,-3.1947702426496405e-21,0.0001866019779809666,0.0,0.0018206301094899713,0.0004950839024142161,10.0,0.00023531368715462407,0.5135135135135135,0.5135135135135135,0.5135135135135135,19.0,0,1,-1.5131426228580236e-17
Q99988,0.007912154572606854,0.004244987791396279,1.4272782914209982e-21,0.0001866019779809666,0.0,0.007183856409330304,0.00045690519763471303,51.753968253968296,0.00022786384395736626,0.16244002741603839,0.16244002741603839,0.16244002741603839,36.0,0,1,0.048268762439122335
Q9BSC4,4.4001864638232723e-05,2.360765028968753e-05,1.4272782914209982e-21,0.0001866019779809666,0.0,0.008514416329173772,0.0004744901495876933,52.66785714285711,0.0002317163563609173,0.1925264012997563,0.1925264012997563,0.1925264012997563,24.0,0,1,0.0002684370649748743
P28300,0.0,8.175296880462564e-19,2.422597820863956e-22,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-7.19692139524718e-19
O96028,4.4001864638232723e-05,2.3607650289688816e-05,2.422597820863956e-22,0.0001866019779809666,0.0,0.008514416329173772,0.0004744901495876933,52.66785714285711,0.0002317163563609173,0.1925264012997563,0.1925264012997563,0.1925264012997563,24.0,0,1,0.000268437064974875
Q9BVL2,5.211241022773803e-07,2.795907779212267e-07,-3.733217423096815e-22,0.0001866019779809666,0.0,0.0059995686898757375,0.0004899497695945727,39.6837662337663,0.00023707457069599246,0.135661133371494,0.135661133371494,0.135661133371494,11.0,0,1,3.1791612842731886e-06
Q02809,0.015170926186442222,0.008139425974889971,-3.38136948767936e-23,0.0001866019779809666,0.0,0.0074387838901440115,0.0004566102538398827,55.05396825396831,0.00022748538530872956,0.16820440028388928,0.16820440028388928,0.16820440028388928,43.0,0,1,0.09255150734922699
P35555,0.0,-3.914036653212165e-19,-3.38136948767936e-23,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-4.635855905689061e-19
Q9Y6M1,0.0,7.813680232641652e-19,-1.3078693441043989e-24,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,1.1529937561606947e-18
O00203,-8.620054441796408e-19,6.851703450987497e-18,3.1000755087685185e-24,0.0001866019779809666,0.0,0.0006106973824831634,0.0005404204798393157,3.5,0.0002484477861519319,0.5454545454545454,0.5454545454545454,0.5454545454545454,6.0,0,1,-1.9268784943122306e-17
Q8IWA5,-8.620054441796408e-19,6.333478300511782e-18,-8.194163578456368e-28,0.0001866019779809666,0.0,0.0006106973824831634,0.0005404204798393157,3.5,0.0002484477861519319,0.5454545454545454,0.5454545454545454,0.5454545454545454,6.0,0,1,-1.3073844530734892e-17
O14981,5.672263040387487e-18,-6.813856634726489e-17,-1.3190142813303864e-26,0.0001866019779809666,0.0,0.003193226348199291,0.0004823520213580414,18.083333333333332,0.00023199896652380497,0.4625,0.4625,0.4625,33.0,0,1,-9.575673999270933e-17
Q13586,1.6664876679632758e-18,4.213975153746092e-18,-2.3949677295453435e-29,0.0001866019779809666,0.0,0.0007033459170051818,0.000530954601036273,4.0,0.0002457055017459006,0.5384615384615384,0.5384615384615384,0.5384615384615384,7.0,0,1,-3.454346983826149e-18
Q99470,0.007912154572606854,0.004244987791396284,-2.3949677295453435e-29,0.0001866019779809666,0.0,0.007183856409330304,0.00045690519763471303,51.753968253968296,0.00022786384395736626,0.16244002741603839,0.16244002741603839,0.16244002741603839,36.0,0,1,0.04826876243912234
Q8NEW0,0.0,4.2538013562349225e-19,-5.455381348028275e-30,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,6.474792703293684e-20
Q9NYU1,0.023083080759049076,0.012384413766286248,9.542429260755598e-31,0.0003732039559619332,2.5193704903216006e-05,0.00779274832803934,0.0007805646380690327,63.47063492063498,0.0002811352664821795,0.1762081784386617,0.1762081784386617,0.1762081784386617,39.5,0,2,0.1408202697883493
Q8IWF2,0.007912154572606854,0.004244987791396282,9.542429260755598e-31,0.0001866019779809666,0.0,0.007183856409330304,0.00045690519763471303,51.753968253968296,0.00022786384395736626,0.16244002741603839,0.16244002741603839,0.16244002741603839,36.0,0,1,0.04826876243912235
O14975,-2.257646453961858e-19,-2.0044165774345218e-19,-9.191748553625287e-31,0.0001866019779809666,0.0,0.0007961684393854575,0.0005238551919339912,4.5,0.00024364878844137714,0.5333333333333333,0.5333333333333333,0.5333333333333333,8.0,0,1,-2.5507891194741007e-18
Q96HR9,0.0,3.195112075110829e-19,8.752573378080752e-31,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-4.758442698260767e-19
P27448,0.0,2.898103913488855e-19,-1.0887881131840919e-31,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,4.491785913653518e-19
Q9H7Z7,0.0,-3.0984168568665166e-20,-1.0887881131840919e-31,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-2.0748733312872915e-19
P12268,2.1461195734478773e-19,1.8432237759797757e-18,3.629265070540905e-32,0.0001866019779809666,0.0,0.0008891035421446056,0.0005183334292988827,5.0,0.00024204912253785886,0.5294117647058824,0.5294117647058824,0.5294117647058824,9.0,0,1,-2.5074016866124276e-18
Q15942,8.448611015311378e-19,8.570346159876355e-18,3.629265070540905e-32,0.0001866019779809666,0.0,0.002193609918931807,0.0004914448460322683,12.0,0.00023425944509463948,0.5111111111111111,0.5111111111111111,0.5111111111111111,23.0,0,1,7.643767026141371e-18
Q7L099,1.8085886527339807e-05,9.703345252170516e-06,3.4757176505643144e-31,0.0001866019779809666,0.0,0.007958425589379583,0.00044381044339876903,55.939682539682586,0.0002247604346373417,0.17995444191343962,0.17995444191343962,0.17995444191343962,39.0,0,1,0.00011033446733347208
P61026,0.0,-3.1652899377513776e-20,9.907999334782577e-32,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,5.449149322509723e-19
Q9UBU6,5.672263040387487e-18,-6.586993441922808e-17,9.907999334782577e-32,0.0001866019779809666,0.0,0.003193226348199291,0.0004823520213580414,18.083333333333332,0.00023199896652380497,0.4625,0.4625,0.4625,33.0,0,1,-9.692590640772708e-17
O75592,1.871593545894778e-05,1.0041375809856214e-05,-1.3906598975396494e-31,0.0003732039559619332,0.00026050444107831845,0.00816932696898902,0.0007955932423334872,60.60634920634924,0.00028488626206166066,0.18472330475448168,0.18472330475448168,0.18472330475448168,28.0,0,1,0.00011417813367279121
O60518,8.448611015311378e-19,1.0011182646312625e-17,-1.3906598975396494e-31,0.0001866019779809666,0.0,0.002193609918931807,0.0004914448460322683,12.0,0.00023425944509463948,0.5111111111111111,0.5111111111111111,0.5111111111111111,23.0,0,1,8.88538053792509e-18
Q5VT66,0.0005475776102292937,0.0002937834756556631,4.220107189974697e-32,0.0001866019779809666,0.0,0.005787546383883442,0.00048498856338089716,41.25212842712848,0.00023407491378817736,0.13086692435118719,0.13086692435118719,0.13086692435118719,18.0,0,1,0.0033405431279930034
P49643,0.0,7.044249299915001e-19,2.645751311064591,0.0,0.0,0.0,0.00013295081340556302,0.0,0.00017421396278391633,0.0,0.0,0.0,0.0,0,0,-1.2720180906202749e-18
