ProteinA,ProteinB,Label
Q16822,Q30NP4,0
Q9NYZ1,P06827,0
O94967,C3W6D7,0
P51911,P03433,0
Q9BTY2,Q1K9H6,0
P50222,P0DOF4,1
Q9BZM1,Q6DP93,0
Q15038,Q1K9H5,1
P59646,Q67020,0
C9JE40,B4URA9,0
O95416,Q8JSN8,0
Q6ZMV5,Q2PJP0,0
A0A0J9YVY3,Q5QF18,0
Q13112,A4ZNQ3,0
Q99816,Q1K9H5,1
P36897,P06827,0
Q7L9L4,P0DOF8,0
Q6UWQ7,Q07FI1,0
O95436,Q67296,0
P11021,P03427,1
Q14687,P03427,0
Q13618,P03468,0
P0DMS9,P03485,0
Q7Z3C6,B4URE7,1
P45984,Q6VE52,1
P0CG47,Q9DLK6,1
Q96KN2,P69277,0
Q9BZ97,P03502,0
A8ASI8,Q8JSN6,0
Q9NP80,Q0A2M3,0
Q969E8,B2BUI7,0
P30536,P08276,0
P56749,Q82506,0
Q53HL2,P03431,0
O14788,Q9DLK6,0
P50151,P03452,0
Q9Y4I5,P0DOF4,0
Q8N4S7,P03427,0
Q07817,P03496,1
P55285,P03427,0
Q14032,Q6VE52,0
Q9Y224,Q8JSN6,1
P18505,P03468,0
P35212,P03437,0
Q96LP6,P03495,0
Q8N628,A4ZNQ2,0
Q8NBI3,P04664,0
P57053,P03495,1
P30990,Q8QPK2,0
B7Z6K7,Q5L4H4,0
Q15018,B4URF7,1
O75200,B4URF0,0
Q99623,Q30NP4,0
P11234,Q33CG5,0
Q13325,Q8JSN5,0
Q8N4A0,Q82506,0
P18583,A4ZNQ3,1
O75340,P03496,0
Q8NCM2,Q1K9H6,0
Q05469,Q2VC93,0
Q93062,P03508,1
P22460,Q20P38,0
Q14696,H6QM92,0
P78543,Q8JSN5,1
Q8N3U4,Q6DPG0,0
Q9GZL7,P30911,0
Q9BT49,Q2F4V2,0
Q12962,Q20MH8,0
Q9H2X6,P04663,0
Q9BVI0,Q9WPI5,0
Q9ULX6,Q1K9H5,1
Q8NH05,P03508,0
Q9Y4U1,A7UPX0,0
Q8NER5,A5Z256,0
Q8N335,Q20MH8,1
Q8NDH6,Q07FI1,0
O75200,P04664,0
Q8IYN0,A4ZNQ3,0
Q8TBZ6,I7CAR2,0
P09327,P04663,0
P00558,Q8JSN8,0
P31350,Q20MC8,0
Q7Z7B1,Q1K9H6,0
Q9UHF7,P30910,0
Q9H114,Q5V8Z9,0
A0A1B0GTS1,P26053,0
O75069,P03437,0
Q3MHD2,P04664,0
Q6IF99,P04663,0
Q96R67,P04664,0
Q9H2S9,Q0A2H1,0
P31267,B2BUF1,0
H3BQW9,Q9YXL3,0
Q96CB8,H9XIJ5,0
Q9H1U9,P04663,0
Q9NZL3,Q6VE52,0
Q9UQ05,Q1K9H6,0
P40225,Q0A2M3,0
O75907,A4D8X6,0
Q99500,A4ZNQ3,0
A0A075B6N2,P03493,0
O43617,Q20MH8,1
Q9GZS1,Q6DPG0,0
O60513,A0A0X9JHC1,0
O95059,Q20NX5,0
B7ZAQ6,Q82506,0
Q07092,P30910,0
P18621,Q6DPA0,0
Q9HCJ0,Q1K9H2,0
P68431,A4D8X6,0
Q99705,Q6VE52,0
Q9NQZ3,D1LN35,0
Q14738,Q6DP94,0
P61565,Q0HD54,0
Q9UH64,Q5QF18,0
P26572,P06827,0
Q9NWZ8,B4URA9,0
Q6ZS82,Q82506,0
P0DOX2,Q5V8Z9,0
Q6UWM9,Q2RBU1,0
Q9NVH0,Q30NP4,0
P63145,C3W5S7,0
Q6PIW4,Q1I2B2,0
Q6ZMH5,Q20MC8,0
Q8N326,Q1K9H5,0
P07602,Q8JSN8,1
Q9GZP0,P03428,0
Q96MB7,I7CAR2,0
P04156,B2BUI7,0
A8MQT2,Q07FI1,0
P68032,Q1K9H5,0
Q8N3J5,Q20MH4,0
Q9ULX3,Q6DPG0,0
Q9BQ39,Q20MC8,0
Q9UDY2,B2BU63,0
P06881,Q6DPU2,0
Q9BW92,Q2VC93,0
P60329,P03496,0
Q96SB8,Q1K9I7,0
P78352,O92551,1
P62952,P03508,0
Q8N5N4,P30911,0
Q9UJM3,Q38SR2,0
Q66GS9,Q6DP94,0
Q96JA1,P03427,0
P49770,Q38SQ2,0
O43567,I7CAR2,0
Q9H9E1,Q5L4H4,0
Q8WWY6,A4ZNQ3,0
Q14681,B4URF0,0
A6ND36,P03502,0
P48547,Q3SBS4,0
Q9BXI9,B2BUF1,0
Q5JWF8,Q9DLK6,0
O43166,P03427,0
A6NEK1,Q8JSN6,0
P14384,P08276,0
Q9UGC6,Q1K9I7,0
Q9H9S5,Q9YXL6,0
Q92633,C9S3S8,0
Q8TBF4,C3W5S7,0
Q7RTU4,Q20MC8,0
O96000,Q3SBS4,0
Q99500,P03452,0
Q6UXT8,Q20MC8,0
Q5JWF8,A4ZNQ3,0
Q9NRJ2,Q38SR2,0
Q9UJD0,Q38SQ9,0
O43175,O92551,0
Q08722,A4ZNP8,0
Q9P242,I7CAR2,0
Q3ZM63,Q20MH3,0
Q5TA77,B2BUI7,0
Q96C01,Q6DP93,0
Q9NS75,Q2PJP0,0
P56545,Q33CG5,0
Q3LI67,Q20MC8,0
P04439,B4URE7,1
Q9H2T7,C3W5S7,0
Q13822,P03496,0
Q8N4P2,P03433,0
P31323,P03431,0
A6NDK9,P03452,0
Q5T197,C3W5S7,0
O43504,B4URE7,1
Q9UBB4,P03468,1
Q9NR45,Q20MD5,0
P31644,Q07FI1,0
Q8N1L4,Q1K9H2,0
Q9UKX5,Q5QF18,0
P24928,P0DOF8,0
Q2M1V0,Q2PJP0,0
Q9UGM1,Q33CG5,0
Q9NXV6,Q33CG5,0
O75154,Q3SBS5,0
O95461,Q6DPA0,0
O43707,Q6DPG0,1
A0A0A6YYJ7,Q5L4H4,0
Q9NWL6,P04664,0
Q13614,Q9DLK6,0
Q15077,B4URA9,0
Q9Y2F9,Q38SQ9,0
Q9C0D7,Q30NP4,0
Q9NZN9,Q67296,0
Q16778,Q6DPU2,0
Q5VUD6,P03493,0
Q14554,B2BUI7,0
Q7Z6L1,Q8QPK2,0
Q8N5C1,A0A0X9JHC1,0
Q9NYR9,A4ZNQ3,0
O00743,Q1K9H5,1
Q7RTY1,H9XIJ5,0
Q8NGX5,P0DOF8,0
Q9BWL3,Q9YP60,0
Q99615,Q1K9H5,1
Q5VY43,Q8QPK2,0
O95707,Q9YXL6,0
Q13835,P03452,0
Q9NWU5,Q67020,0
Q8IZY2,Q01639,0
Q12906,Q6VE52,1
Q9BVV6,Q0A2H1,0
O43681,Q0A442,0
P06396,Q1I2B2,1
Q76KD6,B4URA9,0
Q9BYZ6,Q38SR2,0
Q9UHF7,Q38SQ9,0
Q96T59,Q1K9E2,0
Q5FWF4,Q6DPG0,0
Q629K1,P26053,0
O15287,H9XIJ5,1
Q5T0L3,A4ZNP8,0
Q8IYS0,B4URE7,0
Q8NA77,C3W6D7,0
Q9Y6R0,O56264,0
Q6XXX2,P31343,0
P0DKX0,Q9DLK6,0
Q13439,D1LN35,0
P04554,C3W6D7,0
P61254,Q0HD54,1
Q86YD3,O56264,0
O95475,Q5V8Z9,0
Q969Y0,Q38SQ2,0
Q96QK8,Q1K9H2,0
Q15063,B2BUF1,0
Q8IZJ0,Q20MH8,0
P16070,Q20MD1,0
Q9Y3X0,Q9YXL6,0
Q8TAM6,Q20MH4,0
Q02410,Q2VC93,0
O14983,Q1WDM0,0
Q9H0E7,P08276,0
Q8WTW3,A4ZNQ3,0
Q7Z695,P30911,0
Q7Z2W4,Q1K9H5,1
A0FGR9,Q2RBU1,0
Q9Y5G2,A8CDU0,0
Q3B820,P03437,0
Q9Y6X2,Q6DP94,1
Q8NGH5,Q99AU3,0
O43826,A7UPX0,0
Q9BZ68,P03496,0
Q9P0P0,Q38SQ2,0
P0CG30,Q9Q0U7,0
Q9H840,A4D8X6,0
Q9NTQ9,A0A0X9JHC1,0
Q9UQ49,Q1K9G9,0
Q8NFJ6,Q0HD54,0
Q15699,Q9YP60,0
O75110,P03452,0
Q16206,P03485,0
Q8NH63,Q9YXL3,0
Q9NZ32,A0A0X9JHC1,0
Q02086,B4URF6,0
Q86TM3,Q82506,0
A6NIV6,Q9YXL6,0
Q9GZR1,P03493,0
Q8WXF3,Q5L4H4,0
Q96S55,A8C8W5,0
Q5MCW4,Q20MD2,0
Q6ZXV5,B4URA9,0
Q9BQE6,Q6VE52,0
Q495T6,Q9YXL6,0
Q9Y3D5,Q1K9H2,1
Q12905,Q9WPI5,1
Q8N584,Q9WPI5,0
Q9BTP7,Q5V8Z9,0
Q9BZA0,Q91MA7,0
Q96G75,Q1WDM0,0
P48039,Q2VC93,0
Q8TF09,Q8QPK2,0
Q9H3N1,Q30NP4,0
O95248,A8CDU0,0
Q13523,Q6DPU2,0
Q9GZT9,P26053,0
Q9H9E1,Q1K9H2,0
Q8TAK6,A4ZNQ3,0
Q12980,P03508,0
Q496F6,Q6DPA0,0
P32245,D1LN35,0
Q6UXV1,P04664,0
Q9H2X0,Q01639,0
Q7RTP0,Q0A2M3,0
Q6NT76,P03495,1
Q8NFF5,C3W6D7,0
Q8WY21,Q20P38,0
Q96T68,Q6VE52,0
Q96DR8,Q91LS8,0
Q9BRL6,P06821,0
O43414,Q8JSN5,0
Q9H7N4,Q9YXL3,0
P18089,P26053,0
P19957,P0DOF8,0
O94989,Q9DLK6,0
Q14118,P03496,0
P17706,P03428,0
O60830,Q1K9H5,1
O75461,Q6DPU2,0
Q96D21,Q9YXL3,0
P46199,P31343,0
P30531,A8CDU0,0
O00712,B2BUF1,0
Q8NH70,P69277,0
P23141,Q1K9H6,1
P50453,P03437,0
P49223,B4URA9,0
P15529,P03427,0
Q86TN4,Q1K9G9,0
Q8NCG7,P03485,0
A0A0C4DH67,P03468,0
Q86VQ3,Q8QPK2,0
Q9H2A9,Q33CG5,0
P62750,Q2PJP0,1
Q9UNK9,P03427,1
Q63ZY3,Q8JSN6,0
Q58FF3,P31343,0
Q96MH2,Q1K9G9,0
Q9HBJ0,Q5QF18,0
Q9BYR9,Q20P38,0
P01848,P03437,1
Q14147,Q07FI1,0
Q9H6D3,Q0A2M3,0
P61024,Q3SBS5,0
Q8NB16,P03437,0
Q9BX10,B4URE7,0
Q8N815,B4URE7,0
Q9BUU2,P26053,0
Q96A73,Q20MH3,0
Q8NI27,Q1WDM0,0
P00167,Q0A2H0,0
Q9NPE2,C3W5S7,0
Q5VTJ3,Q91U50,0
P02511,Q07FI1,0
Q9UI33,C3W5S7,0
Q9BU68,P30911,0
Q8N7J2,P03502,0
O75569,O56264,1
Q9Y3D5,Q8QPK2,0
A6NER3,O92551,0
P62854,Q20MD5,0
P0DI83,Q2PJP0,0
P56211,Q9DLK6,0
P28336,Q6DNN3,0
Q8N812,Q0A2H1,0
Q9NQS1,Q20NX5,0
Q9Y5H1,Q8JSN6,1
A6NNW6,Q6DNN3,0
O75459,P03437,0
O75935,Q1K9H5,0
Q96NK8,P03431,0
O14654,B2BU63,0
Q8NGK6,Q8JSN8,0
Q9BQ04,Q20MH4,0
Q9NY74,C3W6D7,0
Q3SY69,P31343,0
Q9UEW3,Q2RBU1,0
Q9NR81,Q2PJP0,0
Q9H4R4,Q1WDM0,0
Q7Z7L8,Q20MD2,0
Q08379,Q8JSN8,1
Q6UB28,Q01639,0
Q6VUC0,Q67296,0
Q8TC12,Q20MH8,0
P78383,Q1K9H5,0
Q9NU63,A8C8W5,0
Q9Y210,P04663,0
P63136,P68043,0
Q86W25,Q1K9G9,0
P00505,B4URF7,0
Q9UHN6,A0A0X9JHC1,0
A6NCL1,P03427,0
P13489,Q20MD1,0
Q9BV23,B4URF6,0
Q96MM3,A4ZNP8,0
Q9NTK5,Q1K9H2,1
Q8WY54,Q91LS8,0
P55042,Q1K9H6,0
O94829,B2BU63,0
A0A1W2PS18,P30910,0
O43320,Q0A2H0,0
P0CG42,C3W5S7,0
P50221,B4URE7,0
P49767,B2BUF1,0
P16070,B4URF6,0
P05413,Q91MA7,0
Q96PX1,Q8QPK2,0
Q96M29,Q38SQ2,0
Q15619,Q5V8Z9,0
P48200,A0A0X9JHC1,0
P69892,C3W5S7,0
Q9UBS0,Q8JSN8,0
P13584,P0DOF8,0
P0C263,D1LN35,0
Q9P266,Q9WPI5,0
Q14764,Q6DPG0,0
Q9UJJ9,B2BUI7,0
O75679,P03508,0
P55081,P69277,0
O75348,Q20P38,1
Q9H4A5,P06821,0
Q13519,Q9WPI5,0
A0A1B0GVZ2,P03452,0
Q96T68,O56264,0
Q8NBZ7,Q1I2B2,1
Q5VTE0,P03496,1
P04439,Q6DPU2,1
Q9P0P0,Q33CG5,0
P13667,Q9WPI5,0
Q08554,A4D8X6,0
P0C7H9,Q07FI1,0
Q9Y5X4,Q30NP4,0
Q5VZ18,Q1WDM0,0
P50876,P03466,0
O95777,B2BUF1,0
Q5VZK9,C9S3S8,0
Q5VWQ8,P04663,0
Q9BXU0,Q9DLK6,0
Q16832,Q20MD2,0
P34981,P03437,0
Q6ZNA4,P30910,0
A2RRD8,Q9Q0U8,0
Q9BZH6,C9S3S8,0
P27540,Q67020,0
Q92769,B2BU63,0
Q9H320,Q20MC8,0
P09564,Q0HD54,0
Q86WB0,Q5L4H4,0
Q9BQS2,Q82506,0
Q5R387,Q1K9I7,0
Q8TBP5,P31343,0
P51812,Q1K9G9,0
A0A0J9YXX1,C9S3S8,0
P27352,Q6PNE5,0
Q9UL52,A4D8X6,0
Q8WXG8,Q0A442,0
Q8IX21,A8CDU0,0
Q8N998,Q20MD5,0
Q96JJ7,Q0HD54,0
Q96LR5,P03485,0
P18621,Q20MH3,1
Q9C040,Q9DLK6,0
Q7Z5K2,Q20MH4,0
Q9NRG7,P03508,0
A0A075B6H9,Q91LS8,0
P17098,Q9YXL6,0
Q8WTR8,C3W6D7,0
O95872,A4ZNP8,0
Q9H295,Q6VE52,0
A0A1B0GTR4,Q1K9G9,0
Q6UXP3,B4URE7,0
P01709,Q9Q0U8,0
Q63HN1,Q9WPI5,0
A0A0A6YYG3,P30911,0
Q8WV35,Q3SBS4,0
Q9P2M7,P06827,0
Q8TD10,P03466,1
P43405,Q9Q0U7,0
Q8WWN9,P68043,0
Q8NG94,P11133,0
O75094,P03427,0
Q9NX74,O92551,1
Q16665,Q67020,0
Q9BY66,A8CDU0,0
Q9Y5R2,Q1K9E3,0
Q96HH4,A4ZNP8,0
O76090,Q6VE52,0
B4DX44,Q91LS8,0
Q14330,Q91U50,0
Q9BW60,B4URA9,0
P30531,Q9DLK6,0
P43631,Q2PJP1,0
Q9HC58,Q8QPK2,0
Q9GZK4,Q1K9E2,0
Q69YU3,Q1K9I7,0
Q8NGH8,Q9DLK6,0
Q9Y6Y0,P69277,0
Q96S44,Q91MA7,0
O95983,C9S3S8,0
Q6ZN04,Q01639,0
Q5JQD4,Q67020,0
O43824,P03468,0
Q9H741,P03437,0
P47992,Q6VE52,0
P22626,Q9WPI5,1
P01718,P30911,0
O00337,Q0A2H1,0
Q96B21,Q5L4H4,0
O14559,Q1K9H2,1
Q9NYG8,Q38SQ9,0
Q9BZW5,Q20MD2,0
Q8N9M1,P03466,0
P41226,Q07FI1,0
Q9H340,A4ZNP8,0
O15234,Q0A2M3,0
Q9UBR2,P03495,0
Q9UBW7,Q2PJP0,1
Q3B7S5,B4URF7,0
Q9NTX7,C3W5S7,0
Q16581,A8CDU0,0
P23490,Q9DLK6,0
Q9ULZ3,P03466,0
P22415,Q99AU3,0
P0CG35,Q6VE52,0
Q71F23,C3W6D7,0
Q13315,P08276,0
Q6KCM7,Q03909,0
Q8NGH5,Q8JSN5,0
P22891,Q9Q0U8,0
Q9NYS7,P30910,0
Q08AM6,Q0A2H1,1
Q15274,C3W5S7,0
Q8TEV9,P03496,0
Q96MN2,Q3SBS5,0
Q15036,Q6PNE5,0
Q9HCU5,Q1K9H5,1
P15514,Q0A442,0
Q8N1E6,P03433,0
Q86YZ3,P03496,1
A0A087X1G2,P03508,0
Q9UK08,P68043,0
Q99436,A5Z256,0
Q8NEJ9,Q33CG5,0
P02795,B4URF7,1
P63120,A7UPX0,0
Q9BX10,Q9YXL6,0
A6NIZ1,Q2PJP1,0
Q9UBJ2,D1LN35,0
O95754,B4URF6,0
Q6P0A1,P06821,0
Q9P2D7,Q9WPI5,0
Q5XG99,Q1K9E3,0
Q8N988,P03508,0
Q9Y4F1,Q01639,0
P10515,Q3SBS5,0
Q9UDY6,Q9WPI5,0
Q6ZS10,O92551,0
Q14258,B4URA9,1
Q96N77,A8C8W5,0
P0C7I0,B4URE7,0
Q9H7M6,Q5QF18,0
Q3KRB8,A7UPX0,0
O75154,Q5L4H4,0
P41235,A4ZNQ2,0
Q9H4B6,P03431,0
Q3LI68,A4ZNQ3,0
Q9BQT8,P03508,0
Q8NHC7,Q9Q0U8,0
P53004,Q1K9I7,0
Q2M3G0,Q2PJP0,0
Q9H4K7,Q91MA7,0
Q96P44,P03433,0
P25063,C3W5S7,0
Q4LDE5,Q8QPK2,0
O75695,Q8JSN6,0
Q9HD90,Q8JSN6,0
P46663,P30911,0
Q16526,Q6DPA0,0
Q7Z5L9,Q01639,0
Q3LI76,Q8JSN8,0
P25398,Q9WPI5,1
Q52LA3,A4D8X6,0
A0A1W2PQ73,Q30NP4,0
Q9NW68,P03466,0
O14521,B4URF0,0
P29466,Q20MC8,0
O43186,P0DOF8,1
Q9NZ63,Q1K9H2,0
A8MRT5,Q91LS8,0
P42696,Q01639,0
Q8N8L2,B4URE7,0
Q8N423,Q2F4V2,0
P23945,P04664,0
O14734,Q38SQ2,0
P29966,P03496,1
Q76M96,H9XIJ5,0
Q9UI15,B2BUF1,0
G3V211,Q6PNE5,0
Q99674,Q9YXL6,0
P50225,Q6DNN3,0
O15355,P03427,1
P57721,P03496,1
Q12767,A4ZNP8,0
Q5YKI7,Q91U50,0
Q58HT5,D1LN35,0
Q6ZTB9,Q67020,0
Q7Z3Q1,A7UPX0,0
P60329,P04663,0
O75298,Q1I2B2,0
Q8N1G1,O92551,0
P43003,Q0A2H1,0
O00584,Q20MH3,0
Q9H091,Q0A442,0
Q9BSG1,B2BUI7,0
P63220,Q30NP4,0
Q13326,Q2VC93,0
P04439,Q9YXL3,1
Q9NVP4,Q1K9I7,0
Q9H2M3,Q91LS8,0
Q9Y2G2,A8C8W5,0
Q9HAV0,Q1WDM0,0
O60220,B2BUI7,0
Q8WXK4,Q38SR2,0
B1AH88,Q2VC93,0
Q93045,Q67020,0
Q9Y6D5,Q9YP60,0
P52701,Q20MH8,1
Q03188,Q6DP93,1
Q9NVK5,Q67296,0
Q495A1,Q3SBS5,0
Q3KQZ1,Q1K9H5,0
Q9UQF0,C3W5S7,0
P52824,Q6DPA0,0
Q9UK00,P03437,0
Q9UNF1,Q1K9H5,1
Q9UHI6,Q20MH8,1
P37173,Q91MA7,0
Q8IZL9,Q9Q0U7,0
Q14602,P03496,0
Q9BRV8,Q38SQ2,0
P57059,Q2PJP0,0
Q9P2E7,P03468,0
Q15904,Q9YXL3,0
A3KN83,Q01639,0
P60880,Q91MA7,0
Q92824,Q07FI1,0
Q96AG3,Q5V8Z9,0
P06748,P03496,1
Q9UN72,P03433,0
Q9Y5Z0,Q20P38,0
Q96FJ2,P04663,0
O75928,A4ZNQ2,0
Q9H2G9,Q20MD1,1
Q9H8W3,Q6DPA0,0
Q15365,Q8JSN5,1
P36956,Q1K9G9,0
Q9NVF9,Q1WDM0,0
Q9Y5K6,Q1K9G9,0
O95859,A4ZNP8,0
A6NI03,H6QM92,0
P31267,Q6DPU2,0
O95847,P30910,0
Q7Z3E5,Q91U50,0
O75309,P08276,0
A0ZSE6,P26053,0
P01611,P03466,0
Q12846,H6QM92,0
P0C7Q6,Q20MH4,0
Q13247,Q1K9H2,1
Q15723,B2BUI7,0
Q86YW9,Q20P38,0
Q96FJ0,P0DOF4,0
A0FGR9,Q20MD2,0
Q9BUE6,A4D8X6,0
O14931,Q6PNE5,0
Q01968,P03466,0
Q6UB99,Q6DNN3,0
Q2VPA4,P69277,0
P22891,Q20P38,0
Q8TEX9,P69277,0
Q14952,Q20NX5,0
Q496M5,Q1K9G9,0
P0DP08,Q6VE52,0
Q6PYX1,Q8JSN5,0
Q9BZE0,Q03909,0
Q9HB21,A4ZNP8,0
Q9H0M4,P03437,0
O60671,P30911,0
Q9H7X7,Q1K9E3,0
P53990,P03493,0
Q96PD2,Q20P38,0
P01743,Q67296,0
Q9UG63,Q8JSN5,0
Q96KF7,P26053,0
Q3KR37,Q33CG5,0
Q15906,Q6VE52,0
Q9P2S2,Q5L4H4,0
Q9NVR7,Q1K9H5,0
P09327,Q91U50,0
O43148,Q82506,0
P08910,Q2PJP0,0
P19634,P03496,0
O60610,O92551,0
Q9BV73,A4ZNQ3,0
Q9UNP9,P06821,0
A0A1B0GVT2,Q1K9E2,0
P53816,Q07FI1,0
Q9BXX2,P04664,0
Q8TAF7,A4ZNQ2,0
Q9HCE7,Q1K9I7,0
O14610,P03466,0
Q9BSV6,Q91LS8,0
O15304,Q07FI1,0
Q562R1,Q1I2B2,1
Q8TEA8,Q1K9H6,0
P30793,Q38SQ9,0
P13498,Q20MD2,0
Q86SG3,P03437,0
Q99440,P08276,0
Q6P4Q7,A0A0X9JHC1,0
P54278,Q6DP93,0
Q9Y240,Q0HD54,0
P55107,Q6PNE5,0
Q9H2S5,Q20NX5,0
Q9BYV1,Q2RBU1,0
Q8TED4,C9S3S8,0
A0A1B0GUS0,Q9WPI5,0
P22003,Q9Q0U8,0
Q9BWT7,Q38SR2,0
P32238,Q91U50,0
O60493,A8CDU0,0
Q9BVA0,Q38SQ9,0
P0DN82,P0DOF8,0
P18583,Q20MH3,1
Q8WXI3,Q8JSN5,0
P09923,Q6PNE5,0
Q14656,Q5QF18,0
P59190,Q38SQ9,0
Q15392,Q8JSN6,0
P49754,P31343,0
P12235,O56264,1
Q9UJY5,P03502,0
P02795,Q1K9H6,1
Q4AC94,C9S3S8,0
P02652,B2BUI7,0
Q9UMR3,P0DOF8,0
Q8TF44,P0DOF8,0
Q9NPB0,Q30NP4,0
Q9NWL6,Q1K9H6,0
Q8IV53,Q1K9E2,0
P42331,P03437,0
Q15418,Q1WDM0,0
O43687,B2BUF1,0
P15516,Q5L4H4,0
P02747,D1LN35,0
P84085,Q33CG5,0
Q9BXA9,Q1K9G9,0
Q8N6W0,Q9YXL3,0
P58753,Q2PJP0,0
P01732,B4URA9,0
P47974,Q20MD1,0
O43781,Q38SQ2,0
A0A1B0GTI1,Q0A2H1,0
Q9NPI1,P03433,0
P41143,Q2F4V2,0
Q9BQE5,Q1K9H2,0
P36268,Q6VE52,0
Q9NZE8,Q8JSN5,0
Q9NYJ8,Q38SQ2,0
O75964,Q20MH4,1
P59910,Q2F4V2,0
Q9Y530,B4URF0,0
P27986,O56264,1
