ProteinA,ProteinB,Label
Q4LDR2,H9XIJ5,0
Q8N8U2,Q2RBU1,0
Q04760,Q33CG5,0
Q9NY93,Q2PJP0,1
Q86SU0,B2BU63,0
Q96EK7,Q99AU3,0
Q8IVG5,P03437,0
P62258,P03496,1
Q86T03,B4URE7,1
A0A0A6YYD4,O56264,0
Q8N4S7,I7CAR2,0
Q13115,Q67296,0
G9CGD6,O56264,0
A0A1B0GTZ2,Q67020,0
Q6NSX1,Q20MH4,0
Q8TCZ2,Q38SQ2,0
Q9UKC9,B4URF7,0
Q9HA90,Q1I2B2,0
Q5HYM0,Q91U50,0
P45984,Q6DP93,1
Q9BXC1,P03468,0
Q14254,B4URE7,1
Q08AM6,P68043,0
Q96GF1,B4URA9,0
Q9Y2K5,Q1K9H6,0
Q9Y5J3,Q6DPG0,0
Q8NGN4,P03452,0
A6NNW6,Q2PJP0,0
Q92771,A8CDU0,0
Q96GE4,Q3SBS4,0
Q8TF50,Q91MA7,0
P48163,Q38SQ2,0
Q6IAA8,B4URE7,1
A1L157,P30911,0
Q6UWV6,P03433,0
Q9NPH3,Q07FI1,0
A0A0B4J1V1,B4URE7,0
Q8N7L0,Q20P38,0
Q15434,Q0A2M3,0
O00291,P03427,0
Q92914,P06821,0
P63132,P68043,0
Q5VU69,Q20MD1,0
Q15776,B2BU63,0
O15105,Q0A2H1,0
P48595,B4URE7,0
P49721,A4ZNQ3,0
P07992,H6QM92,0
Q8NEF3,Q20P38,0
Q9H5P4,Q3SBS4,0
Q86TT2,Q0HD54,0
P98169,Q8JSN6,0
P43243,P03496,1
A6NIZ1,Q20MD5,0
Q96GX1,Q1K9E2,0
O43555,C3W6D7,0
Q8NH83,A4ZNQ3,0
Q9H208,Q20P38,0
Q8N8E2,C3W6D7,0
A0JLT2,Q38SQ2,0
Q969F1,Q2PJP0,0
A6ND48,P04663,0
P18754,Q0HD54,0
P04746,Q8QPK2,0
Q12870,A4ZNQ3,0
Q16774,Q8QPK2,0
Q96FG2,Q0A2H0,0
Q9H257,A4ZNQ2,1
Q8N6Y0,Q20MC6,1
Q13685,P30910,0
Q8IZ13,I7CAR2,0
Q68CN4,Q8JSN8,1
Q9BQQ3,A4ZNQ2,0
O75348,P03496,1
Q5TYW1,C3W6D7,0
Q5SWX8,B2BUI7,0
Q9UJX5,Q9WPI5,0
E2RYF7,P06827,0
A0A024R0M6,Q20MH8,1
P63252,Q2RBU1,0
P10916,Q1WDM0,0
Q9GZQ3,Q1K9G9,0
Q6PJP8,Q2RBU1,0
Q9NUJ3,Q20MD1,0
Q6IQ26,Q9DLK6,0
Q8NGJ7,P11133,0
A6NDX4,P08276,0
Q9Y305,P03433,1
H3BSY2,Q6DP93,0
P24278,P0DOF5,1
Q8NB16,Q1K9E2,0
P12532,D1LN35,0
Q96SD1,P06827,0
P78364,Q8JSN8,0
Q9Y6E2,Q20MH8,1
O95905,A0A0X9JHC1,0
O95948,Q2RBU1,0
Q96E52,P03493,0
Q9HCC0,P03485,0
Q9H089,C3W6D7,0
Q8WYA1,Q9Q0U7,0
P07954,Q6PNE5,0
Q8IV03,Q0A2H0,0
Q8TF01,P03493,0
Q9BY71,Q2RBU1,0
P11473,D1LN35,0
Q9H714,Q5QF18,0
Q5JPE7,H9XIJ5,1
Q86TW2,Q2PJP0,0
Q6J9G0,Q6VE52,0
Q9P2D8,P30910,0
Q5VIR6,Q99AU3,0
O95429,C3W5S7,0
Q8WX39,P68043,0
O75900,Q20MH3,0
Q99541,Q6DPG0,0
A1L167,A5Z256,0
P42331,Q5L4H4,0
P00395,Q8JSN6,0
B5ME19,Q0A442,0
Q96JB5,O56264,0
Q9NP61,P03508,0
Q6N030,P03431,1
P13224,O92551,0
P43243,D1LN35,1
Q00G26,P0DOF4,0
P38159,D1LN35,1
Q9P2P1,P08276,0
Q9Y5X1,Q5L4H4,0
Q9P1Z0,Q38SQ9,0
Q13790,Q07FI1,0
Q9BQ67,Q99AU3,0
Q99871,Q91LS8,0
Q9Y4I5,Q20MH3,0
Q8NEH6,P31343,0
Q9YNA8,B2BUI7,0
A6NF01,O56264,0
Q14449,Q8JSN8,0
P55286,P03485,0
P62750,Q20MH3,1
Q8IWB7,Q8JSN5,1
Q9Y2G7,A4ZNP8,0
Q9UI08,P31343,0
Q9NP64,H9XIJ5,1
Q13330,P04663,0
Q9UIL4,O92551,0
A0A0B4J1Z2,P08276,0
Q676U5,Q91MA7,0
Q9Y4E8,H9XIJ5,0
Q96EE3,Q3SBS4,0
Q13506,Q1K9E3,0
P16157,Q0A2M3,0
Q8WYH8,Q20MD2,0
Q9Y566,B2BUI7,0
Q9BTU6,Q5L4H4,0
Q8WUW1,A5Z256,0
P17540,Q67020,0
Q8N999,Q38SR2,0
Q5VYX0,Q91U50,0
Q6PIF2,P03437,0
Q9NPB0,Q9YP60,0
P51636,Q6DPU2,0
Q6P2I0,Q20NX5,0
Q14258,P03496,1
P0C091,C3W6D7,0
Q8N0X7,Q6PNE5,0
P15260,P04664,0
O14513,P03437,0
Q99541,Q9YXL3,0
A8K0R7,Q5L4H4,0
P37088,Q1K9H5,0
Q8TET4,Q9WPI5,0
O95278,Q0A442,0
Q96LI6,Q1I2B2,0
Q9UIL8,Q1K9E3,0
O43423,Q8JSN8,0
Q99102,A4ZNP8,0
Q5JT82,Q6DPA0,0
Q86SG2,Q9WPI5,0
Q03113,Q0A2M3,0
Q8NGL2,Q9WPI5,0
Q9BXN6,Q1K9E2,0
Q99445,O92551,0
Q6T4P5,Q33CG5,0
O15265,C3W5S7,0
A0A0K0K1A3,P11133,0
Q64ET8,A5Z256,0
P13498,P30911,0
P51513,Q20MD2,0
Q8WZA6,Q0A2H1,0
P13726,H6QM92,0
Q92569,P04664,0
Q5VUJ6,P08276,0
Q96FC9,P0DOF8,0
P01715,Q82506,0
A6NFU8,Q82506,0
Q96FJ0,Q0HD54,0
Q8NHQ1,Q20MD1,1
O75695,Q5V8Z9,0
P61583,Q6DPA0,0
Q8NEV9,Q9YP60,0
P28908,Q1K9H5,0
Q9UKJ1,I7CAR2,0
P20393,Q6VE52,0
Q96BW1,P30910,0
Q14693,B2BU63,0
P32243,A4ZNQ3,0
A8MXQ7,Q1K9H5,0
P0C5K7,Q38SR2,0
Q15648,Q20MH4,0
P43351,Q5QF18,0
P98077,Q1K9H6,0
O95214,Q6DPA0,0
A0A1W2PPF3,B2BUF1,0
Q86U28,A4ZNQ2,0
Q9Y680,Q91MA7,0
P06733,H9XIJ5,0
Q9UM82,A8C8W5,0
Q9Y570,P03493,0
Q8NEJ0,Q5V8Z9,0
Q9Y490,I7CAR2,0
Q9Y272,Q67020,0
Q14667,Q38SR2,0
Q96AX9,Q0A2M3,0
Q9NRD9,Q9Q0U8,0
A7MD48,P04664,0
P54707,Q1K9H5,1
Q6ZQY7,C9S3S8,0
Q69YL0,P30911,0
Q8WUB8,Q0A442,0
Q15003,Q6DPG0,0
A8MUN3,Q2F4V2,0
P49006,Q38SQ9,0
Q3SY00,O92551,0
Q9NP81,Q6DPU2,0
Q8N5W9,Q6DPU2,0
Q8N4L8,A4ZNP8,0
Q9P2D3,A4ZNQ3,0
O00411,C3W6D7,0
O60783,Q67296,0
P28330,D1LN35,0
Q9BRR0,Q20P38,0
Q08554,Q5V8Z9,0
Q9Y5Q0,B4URF7,0
Q9UJA5,P11133,0
O43295,P03485,0
O15492,Q01639,0
Q69YU5,Q6DPA0,0
Q9UBW8,P03468,0
Q86SE5,Q33CG5,0
Q8IUM7,Q20NX5,0
Q9UK41,C3W6D7,0
Q15773,P03428,1
O43303,P03508,1
Q15878,Q20MH8,0
A6NGN9,B4URF7,0
P19338,P03427,1
Q562R1,P03427,0
Q86UF2,Q20MD5,0
Q8N6I4,Q8JSN6,0
C9JFL3,D1LN35,0
P31751,Q67296,0
Q7RTY0,P03485,0
O94819,A4ZNQ2,0
Q99729,Q99AU3,1
Q16822,B4URF0,0
P56915,Q38SR2,0
Q96AM1,P03495,0
Q9Y574,H9XIJ5,0
A0A075B6R0,A0A0X9JHC1,0
Q3ZCW2,Q5QF18,0
P43363,H6QM92,0
Q641Q2,Q20MD1,0
O60333,Q6DPG0,0
A8TX70,Q8JSN5,0
Q9H310,P0DOF8,0
Q14749,P30911,0
Q9NX70,Q1WDM0,0
Q9H0R8,C3W5S7,0
P23763,B4URA9,0
Q12800,Q20MC8,1
A0A1B0GUJ8,P04664,0
Q8N8P6,P06821,0
Q96M86,P68043,0
P19113,C3W5S7,0
Q9H1B7,Q1K9I7,0
Q9NP50,Q9YP60,0
Q13523,Q5QF18,0
O43837,H9XIJ5,0
P01374,P08276,0
O60343,Q20MD1,0
Q96KN8,Q2VC93,0
Q8NC69,B4URE7,0
Q9BZF2,P68043,0
Q5EBN2,Q6PNE5,0
Q53TQ3,A8C8W5,0
Q6IED9,P0DOF8,0
P20292,A4ZNP8,0
P22794,P03485,0
P42680,Q20MH4,0
Q9NUE0,Q20MH4,0
Q32MZ4,Q1I2B2,1
Q9NSA0,Q1K9E3,0
Q9HAW4,P03431,0
P43378,Q9YXL6,0
P30086,Q6DPU2,0
Q9NQE7,Q67296,0
Q3C1V1,P30911,0
Q6ZRF8,Q20MD1,0
Q99442,P03493,0
Q6PCB8,Q2F4V2,0
Q4AC94,Q9YXL6,0
A6NHS1,P30911,0
P11678,Q03909,0
Q6P1N0,Q1K9E3,0
P20226,Q5L4H4,0
P56975,A0A0X9JHC1,0
Q92794,A8CDU0,0
A0A087WWA1,Q0A2M3,0
O75474,Q2PJP0,0
Q96EB6,H9XIJ5,0
Q05655,P03428,0
Q6ZMS7,H9XIJ5,0
Q8N5F7,B2BUI7,0
Q96PE1,P03493,0
Q9NY25,Q5V8Z9,0
Q8IYS8,Q38SQ2,0
Q9H869,Q38SQ9,0
Q9Y6Q9,Q91MA7,0
Q9NUS5,P68043,0
Q7L590,O92551,0
Q8N2U9,Q82506,0
Q8NEM2,P06827,0
Q6ZU65,Q0A442,0
Q14031,I7CAR2,0
P09105,Q9YXL6,0
P56645,A5Z256,0
P61925,P03427,0
P51610,B4URF7,1
Q96MS0,A4ZNQ3,0
P15822,A4ZNQ3,1
O60393,B4URA9,0
Q9BR46,Q2PJP1,0
P27986,Q20MH3,1
O15226,O92551,1
Q5VUR7,P30911,0
Q9Y263,Q6PNE5,0
Q9Y337,Q6DP93,0
Q9GZW8,C3W5S7,0
P17655,Q1K9H5,1
O43291,Q5L4H4,0
Q9H300,P06827,0
Q9P203,Q0A2H1,0
P10636,Q6DP94,0
Q5VTR2,P03496,0
Q5VW32,B2BU63,0
Q9H8V3,O92551,0
Q13561,Q91U50,0
Q9C000,P03493,0
Q0IIN9,Q9YP60,0
Q9NSK7,A8C8W5,0
Q53FZ2,Q9YXL6,0
Q96DT7,P04663,0
P43356,Q20MC6,1
P57735,H9XIJ5,0
Q6UWM9,C3W5S7,0
P22891,B2BU63,0
Q9NX46,B4URA9,0
Q08AM6,Q20MH4,1
Q9H6K1,B2BU63,0
Q96JG8,P04663,0
Q99436,P03508,0
O43572,B4URF6,0
P16519,Q3SBS4,0
Q9NQ86,A0A0X9JHC1,0
Q9BSY4,A4ZNQ2,1
Q2TBC4,Q2PJP1,0
O96018,Q0A2M3,0
O14613,Q1K9H6,0
Q96GZ6,Q5QF18,0
Q5SNT2,A5Z256,0
Q9UF33,B4URE7,0
Q9HCQ5,Q0A2H0,0
Q7RTT9,Q91MA7,0
Q10571,Q9DLK6,0
Q9UHP6,Q30NP4,0
Q9NY93,A4ZNQ3,1
Q6P1J9,B2BUF1,1
Q96B86,A8CDU0,0
A0PK00,Q38SQ2,0
O15068,Q3SBS4,0
Q9NSQ0,Q9WPI5,0
Q86UK5,B2BU63,0
Q8WU58,Q1K9H6,0
Q96A57,Q20MH4,0
Q7Z5W3,Q6PNE5,0
P21941,P26053,0
Q92618,A4ZNP8,0
Q86WV5,Q20MH8,0
Q9Y586,Q1K9G9,0
O43181,B4URF7,0
P11802,P03502,0
Q8NFP0,Q6PNE5,0
Q6ZVN7,Q0A2H1,0
P31947,P30911,0
P30043,Q6DPU2,0
O95479,Q1WDM0,0
Q6AWC2,A4D8X6,0
Q8WX39,P30911,0
Q96M63,P03433,0
Q8TCI5,P03496,0
P10451,Q0HD54,0
Q14671,Q1WDM0,0
Q15842,Q6DPG0,0
P61769,B4URF6,0
Q9UIX4,Q9DLK6,0
O60701,Q1K9H5,0
P80192,P06827,0
Q9BRF8,Q20MD2,0
P09874,B2BUF1,1
Q5SXM2,P03508,1
Q9UQM7,D1LN35,0
Q7L099,B2BUI7,0
Q9BZR8,A0A0X9JHC1,0
Q9BXJ8,Q0HD54,0
Q96F15,P03427,0
Q9P2D8,A4ZNQ3,0
P18583,P03496,1
O95522,Q6DP94,0
Q8NGS4,Q6DPU2,0
O14980,Q20MH8,1
P54845,Q1K9E2,0
Q8TD91,Q8JSN8,0
O60547,Q82506,0
Q9UN72,P03493,0
Q14397,Q1K9H2,0
Q6P1Q0,A4ZNQ2,0
Q3SXZ7,P0DOF8,0
Q8N4T0,P03427,0
P12882,P26053,0
A0A1B0GX49,Q6DNN3,0
Q9BRH9,Q3SBS4,0
Q01344,P03431,0
Q96TA0,D1LN35,0
O00712,C3W5S7,0
O94988,P03433,0
P00414,P06827,0
P0CAP1,Q3SBS4,0
A6NHA9,Q9Q0U7,0
Q9BZG2,Q1K9I7,0
Q4JDL3,P03428,0
P38435,A8CDU0,0
P17174,B4URF0,0
P24278,P06827,1
Q15022,A4D8X6,0
Q9Y6X2,P03508,1
Q9NWW6,Q8JSN6,0
Q96DE9,P03493,0
O95983,A8CDU0,0
Q9BW85,Q0A2H0,0
P43364,Q20MD1,1
Q8IUX8,Q91MA7,0
B4DX44,P06821,0
Q8TDQ1,P31343,0
Q15758,B4URE7,1
Q7L591,Q91MA7,0
Q495A1,P03437,0
P13796,Q1K9E2,0
P01717,P06827,0
Q8NGJ5,Q6VE52,0
Q8NBI3,Q38SQ9,0
Q9UN37,Q20P38,0
Q9Y272,Q30NP4,0
Q16653,P30910,0
Q01543,A4ZNQ2,0
Q4G163,I7CAR2,0
Q86WB0,Q9Q0U7,0
O43242,Q1K9H5,1
O15084,A4ZNQ3,0
Q9NPR2,Q91U50,0
Q9Y5E9,A4ZNQ2,0
P06733,Q2PJP0,1
Q9NZI5,C9S3S8,0
A0A087X159,P69277,0
P28161,Q38SR2,0
Q8WXA9,Q0A442,0
Q15785,A8CDU0,0
P17213,Q9YXL3,0
O96009,B2BUI7,0
Q9UBP8,Q6PNE5,0
Q96HE9,P04663,0
P35212,Q3SBS4,0
O94900,P0DOF4,0
P04908,Q9WPI5,1
Q6SJ93,Q9Q0U8,0
Q9UIA0,P03508,1
Q53GD3,A7UPX0,0
Q68D51,A4ZNQ2,0
Q9NP74,Q5V8Z9,0
P06744,Q20MD1,0
Q8IU89,A8C8W5,0
Q8WXA8,P03485,0
Q96BN2,A4ZNP8,0
Q9UPA5,Q20MD5,0
Q96HA1,Q6DP94,1
Q9UNW9,P03495,0
Q9BRZ2,Q6PNE5,0
O94778,Q1K9I7,0
P78358,P03433,0
Q9UNH7,Q9YP60,0
P08123,Q1K9E3,0
Q86UP8,P06821,0
Q9Y4P9,Q03909,0
Q96QD9,P03508,0
P26447,Q6VE52,0
Q9NPB9,B4URF7,0
Q6UX68,Q6DNN3,0
A0A286YEX9,P03485,0
P10643,P03433,1
Q9NPG8,P03468,0
A6H8Z2,P03433,0
Q93009,Q6DP93,0
Q14789,P03466,0
Q8N2Q7,C3W6D7,0
Q9P0V8,A7UPX0,0
Q86VV8,P04664,0
A0A075B6R0,D1LN35,0
P23771,Q1K9I7,0
Q6P158,Q38SQ9,0
Q10587,Q5L4H4,0
P27544,Q91LS8,0
Q96D09,P03493,0
Q16611,Q2VC93,0
P43304,Q1I2B2,0
Q9UBB4,Q20MH8,1
Q9H2P0,Q8JSN5,1
Q63ZY6,B4URF7,0
Q4W4Y0,D1LN35,0
Q6PKC3,Q20MD2,0
Q7Z2K6,Q6DP93,0
Q6IF82,B4URE7,0
P13866,Q8JSN6,0
P35080,Q1K9H6,0
P15259,P03496,1
P43631,B2BU63,0
Q96F86,B4URF7,0
Q6UXN9,P69277,0
Q16587,Q1K9E2,0
Q8NG78,Q9YP60,0
Q6UXH8,P03485,0
Q13253,P03508,0
Q14966,Q38SQ2,0
Q5JUX0,Q67020,0
Q8IXQ3,Q20P38,0
Q01718,P03493,0
O15143,Q0A2M3,0
Q8WXS5,P03437,0
Q15375,P03428,0
P10163,P03468,0
P05155,Q8JSN5,0
O14641,Q20MD1,1
Q96MH7,Q6DPG0,0
Q8WUD4,Q0A2M3,0
Q96FH0,Q1K9E3,0
Q1L5Z9,Q67296,0
Q96GM5,P03485,0
Q12800,P03502,0
Q9NVH6,P03431,0
Q9H3E2,Q9Q0U7,0
Q8TF63,B4URE7,0
Q8NGE5,Q9YP60,0
Q8WZ71,A8CDU0,0
B3EWF7,Q03909,0
O75414,Q1K9G9,0
Q8TBB1,P04663,0
Q6PI77,Q2PJP0,1
Q8TE96,Q3SBS5,0
Q9P2W6,O92551,0
Q30KQ9,Q2PJP0,0
Q5PRF9,P03508,0
Q6ZVS7,Q8JSN6,0
O15021,A4ZNQ2,0
Q96M63,Q33CG5,0
Q9Y6X2,A4ZNQ2,1
Q6S5L8,Q5QF18,0
Q13887,P04664,0
Q9HCU8,Q82506,0
Q9NRM6,C3W5S7,0
Q14728,H9XIJ5,1
Q6UXD1,Q2F4V2,0
A8MWL6,H9XIJ5,0
Q9UJT9,Q1K9E3,0
Q8NBA8,Q1I2B2,0
O75410,P03508,1
P04271,Q1I2B2,0
Q03519,P03485,0
P61088,P03496,0
P42356,Q99AU3,0
Q6ZU67,Q91MA7,0
Q9H7X0,Q1K9E2,0
Q9NRQ2,P03468,0
Q8TDD1,B4URF7,1
Q9H2H9,B4URE7,1
Q2MKA7,Q1K9E2,0
