ProteinA,ProteinB,Label
Q5THJ4,P0DTC5,0.0
Q96N67,P0DTC2,0.0
Q86WS5,P0DTD1-PRO_0000449619,0.0
Q9P232,P0DTD1-PRO_0000449625,0.0
Q6ZSB9,P0DTC4,0.0
Q8N5M4,P0DTD1-PRO_0000449630,0.0
Q96IZ2,P0DTD1-PRO_0000449620,0.0
Q9C0E2,P0DTC5,1.0
P29074,P0DTD1-PRO_0000449624,0.0
Q8N456,P0DTD1-PRO_0000449619,0.0
Q9Y5I1,P0DTD1-PRO_0000449623,0.0
Q9H5Z1,P0DTC6,0.0
Q13275,P0DTC2,0.0
Q8TD10,P0DTD1-PRO_0000449630,1.0
Q9HAS0,P0DTD1-PRO_0000449630,0.0
P07332,P0DTD1-PRO_0000449621,0.0
O15067,P0DTD1-PRO_0000449621,0.0
Q9Y673,P0DTC3,1.0
Q92563,P0DTC7,0.0
Q9GZP4,P0DTD2,0.0
Q9NTN9,P0DTD1-PRO_0000449632,0.0
Q13158,P0DTD1-PRO_0000449628,0.0
P06732,P0DTC9,0.0
Q9NZR4,P0DTC9,0.0
A2RUS2,P0DTD1-PRO_0000449629,0.0
P61165,P0DTD1-PRO_0000449626,0.0
Q9H1J1,P0DTC5,0.0
P00750,P0DTC8,1.0
P11831,P0DTD1-PRO_0000449632,0.0
O14730,P0DTD1-PRO_0000449622,0.0
P22455,P0DTD1-PRO_0000449626,0.0
Q9Y4H4,P0DTD1-PRO_0000449633,0.0
P49711,P0DTD1-PRO_0000449632,1.0
Q96PF1,P0DTD1-PRO_0000449622,0.0
P48167,P0DTD1-PRO_0000449631,0.0
Q6DD88,P0DTC8,0.0
Q86TV6,P0DTD2,0.0
Q9P217,P0DTC5,0.0
Q96B26,P0DTD1-PRO_0000449625,0.0
P0C263,P0DTD1-PRO_0000449623,0.0
Q93091,P0DTD2,0.0
Q8NG97,P0DTD1-PRO_0000449627,0.0
Q96SL1,P0DTC6,0.0
Q15773,P0DTC8,0.0
O43299,P0DTC8,0.0
Q99523,P0DTD1-PRO_0000449631,0.0
Q6UWQ7,P0DTC7,0.0
Q9NTI2,P0DTC5,0.0
P53794,P0DTC8,0.0
H0YL14,P0DTD1-PRO_0000449628,0.0
P48066,P0DTD2,0.0
Q9BZ29,P0DTD1-PRO_0000449627,0.0
Q9HDC5,P0DTD1-PRO_0000449619,0.0
O14841,P0DTD1-PRO_0000449629,0.0
Q96RQ1,P0DTD1-PRO_0000449619,0.0
P54132,P0DTD1-PRO_0000449632,1.0
Q8IXJ9,P0DTD1-PRO_0000449629,0.0
Q3SY17,P0DTC8,0.0
O95342,P0DTC3,1.0
Q96EY4,P0DTD1-PRO_0000449630,0.0
P22415,P0DTC2,0.0
Q8NHV9,P0DTC6,0.0
P01023,P0DTD1-PRO_0000449632,0.0
Q9Y276,P0DTC2,0.0
O75899,P0DTC5,0.0
P50914,P0DTD1-PRO_0000449633,0.0
Q9UN75,P0DTD1-PRO_0000449624,0.0
Q8NI38,P0DTC4,0.0
P22003,P0DTC8,0.0
Q03188,P0DTD1-PRO_0000449624,0.0
P22301,P0DTD1-PRO_0000449621,0.0
Q6ZMY9,P0DTD1-PRO_0000449629,0.0
P24592,P0DTC4,0.0
Q8WWF6,P0DTD1-PRO_0000449628,0.0
Q6UUV7,P0DTD1-PRO_0000449629,1.0
Q96N58,P0DTD1-PRO_0000449626,0.0
Q15262,P0DTD1-PRO_0000449627,0.0
Q9UJA2,P0DTD1-PRO_0000449628,0.0
Q7Z5N4,P0DTD2,0.0
P29376,P0DTD1-PRO_0000449626,0.0
P05538,P0DTD1-PRO_0000449631,0.0
Q96H35,P0DTD1-PRO_0000449620,0.0
Q8NAT2,P0DTC7,0.0
Q8TD20,P0DTD1-PRO_0000449630,0.0
P20062,P0DTD1-PRO_0000449624,0.0
P13535,P0DTC7,0.0
Q96QE3,P0DTC9,0.0
Q92913,P0DTD1-PRO_0000449633,0.0
P22612,P0DTD1-PRO_0000449619,0.0
Q9BSR8,P0DTD1-PRO_0000449632,0.0
P26651,P0DTD1-PRO_0000449621,0.0
Q13887,P0DTC7,0.0
Q14157,P0DTD1-PRO_0000449629,1.0
Q8IV63,P0DTD1-PRO_0000449620,0.0
Q5HYM0,P0DTD1-PRO_0000449623,0.0
O60437,P0DTD1-PRO_0000449623,0.0
Q9BW92,P0DTC5,1.0
Q96F07,P0DTD1-PRO_0000449622,0.0
Q9HCK4,P0DTD1-PRO_0000449622,0.0
P49069,P0DTD1-PRO_0000449620,0.0
Q9NYY3,P0DTD1-PRO_0000449620,0.0
Q6W2J9,P0DTC2,0.0
P32249,P0DTD2,0.0
P13224,P0DTD1-PRO_0000449622,0.0
Q9NUD7,P0DTD1-PRO_0000449626,0.0
P49746,P0DTC4,0.0
Q9P0X4,P0DTD1-PRO_0000449621,0.0
Q9H0I9,P0DTD1-PRO_0000449624,0.0
Q8NFC6,P0DTD1-PRO_0000449630,0.0
O15503,P0DTD1-PRO_0000449625,0.0
Q7Z3Z4,P0DTD1-PRO_0000449626,0.0
Q9NPC7,P0DTD1-PRO_0000449630,0.0
P08240,P0DTC3,1.0
E5RJ46,P0DTD1-PRO_0000449626,0.0
Q8WUX2,P0DTD1-PRO_0000449632,0.0
Q7LGA3,P0DTD1-PRO_0000449625,1.0
Q6ZST4,P0DTD1-PRO_0000449625,0.0
Q9HAK2,P0DTD1-PRO_0000449629,0.0
Q8TDI0,P0DTD1-PRO_0000449632,0.0
P40222,P0DTD1-PRO_0000449621,0.0
P21583,P0DTC6,0.0
Q96G03,P0DTC5,0.0
Q9H825,P0DTD1-PRO_0000449626,0.0
P60568,P0DTC5,0.0
O15042,P0DTC2,0.0
O15164,P0DTD1-PRO_0000449619,0.0
Q9UNS1,P0DTC4,0.0
Q08378,P0DTD1-PRO_0000449630,1.0
Q92952,P0DTD1-PRO_0000449626,0.0
A6NEW6,P0DTD1-PRO_0000449623,0.0
Q9NS56,P0DTC8,0.0
A6NFE2,P0DTD1-PRO_0000449631,0.0
O43598,P0DTD1-PRO_0000449630,0.0
Q6GMR7,P0DTC3,0.0
P15421,P0DTD1-PRO_0000449627,0.0
P35556,P0DTD1-PRO_0000449621,0.0
P07686,P0DTC8,0.0
Q5SSJ5,P0DTC4,0.0
Q496Y0,P0DTD1-PRO_0000449627,0.0
A6NFH5,P0DTD1-PRO_0000449622,0.0
P47974,P0DTD1-PRO_0000449633,0.0
Q8IZS6,P0DTD2,0.0
Q14031,P0DTD1-PRO_0000449624,0.0
Q5TA81,P0DTC2,0.0
Q96S52,P0DTD1-PRO_0000449632,0.0
Q569G3,P0DTC3,0.0
Q8NDM7,P0DTC5,0.0
P01701,P0DTD1-PRO_0000449629,0.0
O43581,P0DTC2,0.0
Q5SY13,P0DTD1-PRO_0000449630,0.0
P45452,P0DTD1-PRO_0000449619,0.0
Q96S66,P0DTC3,1.0
A8MWD9,P0DTD1-PRO_0000449633,0.0
Q8WZ64,P0DTD1-PRO_0000449625,0.0
Q8NGS7,P0DTD1-PRO_0000449627,0.0
P11465,P0DTD2,0.0
Q5VWK5,P0DTD1-PRO_0000449631,0.0
Q969F9,P0DTD1-PRO_0000449621,0.0
Q5M7Z0,P0DTD2,0.0
P42858,P0DTC7,1.0
Q16891,P0DTD1-PRO_0000449625,0.0
Q9NV66,P0DTD1-PRO_0000449625,0.0
P00387,P0DTD1-PRO_0000449625,1.0
O43709,P0DTC7,0.0
Q9BQJ4,P0DTC6,0.0
A8MVM7,P0DTD1-PRO_0000449631,0.0
Q9BQI5,P0DTC2,0.0
O15522,P0DTC6,0.0
Q6P2P2,P0DTC5,0.0
P29122,P0DTC8,1.0
O95361,P0DTD1-PRO_0000449621,0.0
Q96EF9,P0DTD1-PRO_0000449628,0.0
Q4G0F5,P0DTD1-PRO_0000449621,0.0
Q9Y4L1,P0DTC3,1.0
Q14C86,P0DTD1-PRO_0000449623,0.0
P25440,P0DTC4,1.0
Q9BZL6,P0DTD1-PRO_0000449625,0.0
O96028,P0DTD1-PRO_0000449624,0.0
O43493,P0DTC9,0.0
Q8IUE1,P0DTC7,0.0
P50548,P0DTC2,0.0
Q13043,P0DTD1-PRO_0000449633,0.0
Q06495,P0DTD1-PRO_0000449620,0.0
P09912,P0DTD1-PRO_0000449629,0.0
B2RXF0,P0DTC2,0.0
P51523,P0DTD1-PRO_0000449631,0.0
O43597,P0DTC6,0.0
Q06495,P0DTD1-PRO_0000449622,0.0
P10074,P0DTC3,0.0
Q2QL34,P0DTD1-PRO_0000449629,0.0
Q9BRX2,P0DTD1-PRO_0000449628,1.0
Q92563,P0DTC3,0.0
Q8NGS7,P0DTC8,0.0
Q8TF66,P0DTD1-PRO_0000449626,0.0
Q7Z699,P0DTD1-PRO_0000449630,0.0
O60264,P0DTD1-PRO_0000449624,0.0
Q9UI30,P0DTD1-PRO_0000449623,0.0
P22674,P0DTD1-PRO_0000449624,0.0
P22234,P0DTD1-PRO_0000449625,0.0
Q86U28,P0DTD1-PRO_0000449619,0.0
Q13506,P0DTD1-PRO_0000449630,0.0
P0C2Y1,P0DTD1-PRO_0000449620,0.0
P17023,P0DTC9,0.0
Q13009,P0DTD1-PRO_0000449627,0.0
Q8IVA1,P0DTC3,0.0
Q9Y605,P0DTC6,0.0
P68106,P0DTC8,0.0
P54868,P0DTD1-PRO_0000449623,0.0
P10398,P0DTC4,0.0
A6NFC9,P0DTD1-PRO_0000449631,0.0
Q5T6R2,P0DTD1-PRO_0000449625,0.0
O60841,P0DTD1-PRO_0000449622,0.0
Q0VF96,P0DTC9,0.0
Q9NQS5,P0DTC8,0.0
Q9HBM0,P0DTD1-PRO_0000449631,0.0
P49789,P0DTC7,0.0
Q96RS6,P0DTC3,0.0
Q13239,P0DTC6,0.0
P13805,P0DTD1-PRO_0000449633,0.0
Q96JP9,P0DTC9,0.0
Q12894,P0DTC3,0.0
O75074,P0DTD1-PRO_0000449629,0.0
Q8N5M1,P0DTD1-PRO_0000449631,0.0
Q6ZN79,P0DTD1-PRO_0000449622,0.0
Q9H772,P0DTD1-PRO_0000449631,0.0
O15260,P0DTD1-PRO_0000449621,1.0
Q9UH90,P0DTD1-PRO_0000449630,0.0
P42694,P0DTD1-PRO_0000449631,0.0
P43155,P0DTD2,0.0
P40145,P0DTC3,0.0
Q4VXU2,P0DTD1-PRO_0000449630,0.0
Q9ULC8,P0DTC8,0.0
Q9UII6,P0DTD1-PRO_0000449629,0.0
Q13506,P0DTD1-PRO_0000449627,0.0
P14209,P0DTD2,0.0
Q9Y462,P0DTC6,0.0
Q17RY6,P0DTC7,0.0
Q9NXK8,P0DTC8,1.0
Q9BQI9,P0DTD1-PRO_0000449621,0.0
Q5SY16,P0DTD1-PRO_0000449619,0.0
Q96B45,P0DTD1-PRO_0000449625,0.0
Q96RU8,P0DTC4,0.0
Q5T1V6,P0DTC7,0.0
P84550,P0DTD1-PRO_0000449633,0.0
Q86X52,P0DTC6,0.0
Q9BW66,P0DTC5,0.0
P16219,P0DTD1-PRO_0000449626,0.0
Q96QD8,P0DTC4,0.0
Q02809,P0DTC3,1.0
A0A0U1RR37,P0DTD1-PRO_0000449632,0.0
O15230,P0DTD1-PRO_0000449632,0.0
P48454,P0DTC6,0.0
Q96CS3,P0DTD1-PRO_0000449621,1.0
Q9Y5Q0,P0DTD1-PRO_0000449621,0.0
O75150,P0DTD1-PRO_0000449620,0.0
Q8WVC6,P0DTD1-PRO_0000449625,1.0
P23280,P0DTD1-PRO_0000449631,0.0
A6NGB9,P0DTD1-PRO_0000449622,0.0
Q13336,P0DTD1-PRO_0000449632,0.0
Q8IYM2,P0DTD1-PRO_0000449633,0.0
Q9Y2T7,P0DTC6,0.0
Q9P2G1,P0DTD1-PRO_0000449629,0.0
Q9H0W5,P0DTD1-PRO_0000449628,0.0
P41218,P0DTD1-PRO_0000449619,0.0
Q9H892,P0DTC4,0.0
P36871,P0DTC7,0.0
O43181,P0DTC9,0.0
Q96PX8,P0DTD1-PRO_0000449619,0.0
P02458,P0DTD1-PRO_0000449629,0.0
Q9BYU5,P0DTD1-PRO_0000449622,0.0
Q86YQ2,P0DTD1-PRO_0000449631,0.0
Q9GZS0,P0DTD1-PRO_0000449627,0.0
Q13158,P0DTC3,0.0
P48050,P0DTC4,0.0
Q9Y5U8,P0DTD1-PRO_0000449632,0.0
Q6IA69,P0DTC8,0.0
Q5J5C9,P0DTD1-PRO_0000449631,0.0
Q8NDH3,P0DTD1-PRO_0000449629,0.0
Q5R372,P0DTD1-PRO_0000449620,0.0
Q6ZT89,P0DTD1-PRO_0000449623,0.0
Q66PJ3,P0DTC6,0.0
Q08752,P0DTC8,0.0
Q9BSF4,P0DTD1-PRO_0000449622,1.0
Q92734,P0DTD1-PRO_0000449633,0.0
Q9H8S5,P0DTD1-PRO_0000449626,0.0
A8MQ03,P0DTC2,0.0
Q9C0D2,P0DTD1-PRO_0000449630,0.0
Q8WVM0,P0DTC9,1.0
P26639,P0DTD1-PRO_0000449629,0.0
P43353,P0DTD1-PRO_0000449628,0.0
Q9H8M7,P0DTD1-PRO_0000449623,0.0
Q86UB2,P0DTD1-PRO_0000449620,0.0
P29474,P0DTD1-PRO_0000449621,0.0
Q96LM9,P0DTC3,0.0
Q15459,P0DTC9,0.0
Q8IYY4,P0DTC6,0.0
Q9UFN0,P0DTD1-PRO_0000449623,0.0
O43633,P0DTD2,1.0
Q9UPT6,P0DTD1-PRO_0000449627,0.0
O60393,P0DTD1-PRO_0000449632,0.0
Q86UE6,P0DTC8,0.0
Q6PJF5,P0DTC3,0.0
Q8TC44,P0DTD1-PRO_0000449630,0.0
P49419,P0DTD1-PRO_0000449628,1.0
Q13021,P0DTD1-PRO_0000449629,0.0
O00463,P0DTC8,0.0
Q96I45,P0DTD1-PRO_0000449621,0.0
Q8WWL7,P0DTD1-PRO_0000449632,0.0
Q9NQX0,P0DTC3,0.0
Q9UGL9,P0DTC9,0.0
O14773,P0DTD1-PRO_0000449619,0.0
Q9NPC8,P0DTD1-PRO_0000449629,0.0
Q8IW19,P0DTD2,0.0
Q8TAY7,P0DTD1-PRO_0000449623,0.0
Q9BQE9,P0DTD1-PRO_0000449632,0.0
Q9NQE9,P0DTC5,0.0
Q9P1W9,P0DTD1-PRO_0000449631,0.0
P63208,P0DTD2,0.0
O75864,P0DTD2,0.0
Q5JS54,P0DTC2,0.0
Q96JX3,P0DTD2,0.0
O94887,P0DTC3,0.0
O43708,P0DTD1-PRO_0000449633,0.0
Q8N158,P0DTD1-PRO_0000449619,0.0
O75161,P0DTD1-PRO_0000449623,0.0
Q5VWP3,P0DTD1-PRO_0000449627,0.0
Q92565,P0DTC5,0.0
Q8IYJ2,P0DTD1-PRO_0000449628,0.0
Q9BZW4,P0DTD1-PRO_0000449619,0.0
Q96E09,P0DTD1-PRO_0000449621,0.0
P0DPA3,P0DTD1-PRO_0000449620,0.0
Q8N668,P0DTC9,0.0
Q9Y6C9,P0DTD1-PRO_0000449620,1.0
Q8N365,P0DTD1-PRO_0000449623,0.0
Q9UI72,P0DTD1-PRO_0000449623,0.0
Q6KF10,P0DTD1-PRO_0000449629,0.0
Q7Z3B0,P0DTD1-PRO_0000449621,0.0
Q9HCZ1,P0DTD1-PRO_0000449633,0.0
P04844,P0DTD1-PRO_0000449621,1.0
Q6Q788,P0DTD1-PRO_0000449623,0.0
Q8NE09,P0DTD1-PRO_0000449625,0.0
C9JQL5,P0DTC8,0.0
Q4FZB7,P0DTD1-PRO_0000449625,0.0
O43813,P0DTD1-PRO_0000449621,0.0
Q5JPH6,P0DTC4,0.0
Q07065,P0DTD1-PRO_0000449630,0.0
A2RRL7,P0DTD1-PRO_0000449628,0.0
Q92953,P0DTC4,0.0
Q86TP1,P0DTD2,0.0
Q9P0G3,P0DTD1-PRO_0000449620,0.0
Q09013,P0DTD1-PRO_0000449620,0.0
A6NE01,P0DTC2,0.0
P08047,P0DTD1-PRO_0000449630,0.0
Q9H492,P0DTC8,0.0
Q86UN6,P0DTC3,0.0
Q9NPE2,P0DTD1-PRO_0000449629,0.0
Q53GA4,P0DTD1-PRO_0000449632,0.0
Q8NF64,P0DTD1-PRO_0000449631,0.0
Q8NGR2,P0DTC9,0.0
Q04724,P0DTD1-PRO_0000449630,1.0
Q8N801,P0DTC7,0.0
Q96AH0,P0DTD1-PRO_0000449623,0.0
P85299,P0DTC3,0.0
A6NJ46,P0DTD1-PRO_0000449627,0.0
Q86XK3,P0DTD1-PRO_0000449632,0.0
Q01484,P0DTD2,0.0
P56851,P0DTC9,0.0
P08579,P0DTC6,0.0
Q9BZJ3,P0DTD1-PRO_0000449631,0.0
O43482,P0DTC2,0.0
Q9NVH1,P0DTD1-PRO_0000449621,1.0
Q8NGM8,P0DTD2,0.0
Q6XPR3,P0DTC4,0.0
Q9ULV3,P0DTC7,0.0
Q7Z418,P0DTC9,0.0
Q8IVS2,P0DTD1-PRO_0000449628,0.0
Q9NUH8,P0DTC7,0.0
Q8N812,P0DTD1-PRO_0000449630,0.0
O94827,P0DTC2,0.0
Q8NA82,P0DTD1-PRO_0000449620,0.0
Q92611,P0DTD1-PRO_0000449620,0.0
Q5BLP8,P0DTC6,0.0
Q9NY61,P0DTD1-PRO_0000449626,1.0
O75452,P0DTD1-PRO_0000449620,0.0
Q6ZMK1,P0DTD1-PRO_0000449622,0.0
A0PJX8,P0DTD1-PRO_0000449629,0.0
Q13278,P0DTC3,0.0
Q8TBA6,P0DTC6,1.0
O43826,P0DTD1-PRO_0000449621,0.0
Q8IY63,P0DTC9,0.0
Q9H9B1,P0DTC5,0.0
Q9Y5Y4,P0DTD2,0.0
P11802,P0DTD1-PRO_0000449628,1.0
Q7Z4T8,P0DTC6,0.0
Q13434,P0DTC7,0.0
P15428,P0DTD1-PRO_0000449628,0.0
Q9NZB2,P0DTC9,1.0
Q8IWD5,P0DTD1-PRO_0000449619,0.0
Q7Z2G1,P0DTD1-PRO_0000449629,0.0
Q58FF3,P0DTD1-PRO_0000449631,0.0
P35346,P0DTD1-PRO_0000449627,0.0
Q8ND71,P0DTC5,0.0
Q9BZE4,P0DTD1-PRO_0000449629,0.0
O94826,P0DTD2,1.0
Q13454,P0DTD1-PRO_0000449621,0.0
Q6NTF7,P0DTD1-PRO_0000449631,0.0
Q9Y697,P0DTC2,0.0
Q6ZS52,P0DTC3,0.0
P04553,P0DTC2,0.0
Q60I27,P0DTD1-PRO_0000449627,0.0
Q9BV73,P0DTC6,1.0
Q92886,P0DTC7,0.0
P58294,P0DTD1-PRO_0000449629,0.0
Q5EBM0,P0DTC3,0.0
P43320,P0DTC3,0.0
P50454,P0DTC3,1.0
P07355,P0DTD1-PRO_0000449625,0.0
P07199,P0DTD1-PRO_0000449626,0.0
O75947,P0DTC5,1.0
O14656,P0DTC8,1.0
Q8TAG6,P0DTC9,0.0
Q6ZXV5,P0DTD1-PRO_0000449621,0.0
Q9H0P7,P0DTD1-PRO_0000449633,0.0
Q15654,P0DTD1-PRO_0000449628,1.0
P0C6A0,P0DTD1-PRO_0000449630,0.0
Q3SXR2,P0DTD1-PRO_0000449625,0.0
P03956,P0DTC8,0.0
P20700,P0DTC5,1.0
O75864,P0DTD1-PRO_0000449626,0.0
Q8IZF6,P0DTD1-PRO_0000449630,0.0
Q96CX2,P0DTC4,0.0
Q96NZ8,P0DTD1-PRO_0000449630,0.0
Q8IWR0,P0DTD1-PRO_0000449629,1.0
P14410,P0DTC5,0.0
Q9Y6D5,P0DTC5,1.0
P39880,P0DTC7,0.0
A0A1B0GUS4,P0DTD1-PRO_0000449629,0.0
Q9ULK0,P0DTD1-PRO_0000449629,0.0
Q6ZMR3,P0DTC9,0.0
P61081,P0DTD1-PRO_0000449624,0.0
A0A0C4DH29,P0DTD1-PRO_0000449622,0.0
Q9UJ41,P0DTD2,0.0
P35270,P0DTD1-PRO_0000449628,0.0
O95947,P0DTD1-PRO_0000449632,0.0
Q9NZ09,P0DTD1-PRO_0000449627,0.0
Q5T0J7,P0DTD1-PRO_0000449629,0.0
P62820,P0DTD1-PRO_0000449625,1.0
O60503,P0DTC9,0.0
P14735,P0DTD1-PRO_0000449622,1.0
Q15475,P0DTD1-PRO_0000449622,0.0
Q2TAL6,P0DTC9,0.0
P29803,P0DTC3,0.0
Q9NRJ5,P0DTD1-PRO_0000449625,0.0
Q8NGS0,P0DTD1-PRO_0000449624,0.0
Q12774,P0DTD1-PRO_0000449625,0.0
P49640,P0DTC4,0.0
O95684,P0DTD1-PRO_0000449624,0.0
P82912,P0DTD1-PRO_0000449628,0.0
Q15615,P0DTC8,0.0
P02776,P0DTD1-PRO_0000449621,0.0
P0C2W1,P0DTD1-PRO_0000449624,0.0
Q9GZZ9,P0DTD1-PRO_0000449625,0.0
Q4V328,P0DTD1-PRO_0000449630,1.0
Q8IZA0,P0DTD1-PRO_0000449628,0.0
P02788,P0DTC2,0.0
P61586,P0DTD1-PRO_0000449625,1.0
Q92621,P0DTD1-PRO_0000449620,0.0
Q5JVG2,P0DTD1-PRO_0000449628,0.0
Q9UPM6,P0DTC4,0.0
Q9Y5Q5,P0DTD1-PRO_0000449628,0.0
Q86UD3,P0DTC5,0.0
Q9UN70,P0DTC8,0.0
Q86TI4,P0DTD2,0.0
O00311,P0DTC3,0.0
O95371,P0DTC4,0.0
Q712K3,P0DTD1-PRO_0000449621,0.0
Q9NPJ4,P0DTD1-PRO_0000449633,0.0
P10747,P0DTC2,0.0
Q96KV6,P0DTD1-PRO_0000449625,0.0
Q86WN2,P0DTD1-PRO_0000449630,0.0
Q8WYJ6,P0DTD1-PRO_0000449627,0.0
Q8IUB5,P0DTD1-PRO_0000449620,0.0
Q8N468,P0DTD1-PRO_0000449629,0.0
P61647,P0DTC2,0.0
P78386,P0DTC9,0.0
Q99966,P0DTD1-PRO_0000449630,0.0
Q13206,P0DTD1-PRO_0000449631,0.0
O00161,P0DTD1-PRO_0000449627,0.0
Q5T2D2,P0DTD1-PRO_0000449627,0.0
P18583,P0DTD1-PRO_0000449625,0.0
Q8N4N8,P0DTD2,0.0
Q96DR4,P0DTD2,0.0
Q6NTF7,P0DTC8,0.0
Q9H159,P0DTC7,0.0
A7E2V4,P0DTD1-PRO_0000449625,0.0
Q6IBW4,P0DTC5,0.0
O75191,P0DTD1-PRO_0000449622,0.0
Q9GZV3,P0DTD1-PRO_0000449619,0.0
Q13586,P0DTC7,1.0
P0C1H6,P0DTD1-PRO_0000449632,0.0
Q92791,P0DTD1-PRO_0000449631,0.0
Q15910,P0DTD1-PRO_0000449622,0.0
Q8NGK4,P0DTC8,0.0
Q9NUP9,P0DTC5,0.0
Q96GE5,P0DTD2,0.0
Q5EBL2,P0DTC3,0.0
Q8NEG7,P0DTD1-PRO_0000449628,0.0
P57679,P0DTC2,0.0
P61568,P0DTD1-PRO_0000449628,0.0
Q9UBN4,P0DTD1-PRO_0000449628,0.0
Q96IK5,P0DTD1-PRO_0000449633,0.0
P17481,P0DTD1-PRO_0000449625,0.0
P17024,P0DTC8,0.0
P63218,P0DTC6,0.0
Q6T4R5,P0DTC5,0.0
Q9Y4X3,P0DTC2,0.0
Q86VI3,P0DTC9,0.0
Q8N423,P0DTD1-PRO_0000449621,0.0
Q96S42,P0DTD1-PRO_0000449625,0.0
Q9H808,P0DTD1-PRO_0000449622,0.0
P13747,P0DTD1-PRO_0000449624,0.0
P0CZ25,P0DTD1-PRO_0000449626,0.0
P20916,P0DTD1-PRO_0000449626,0.0
Q9H252,P0DTC5,0.0
P29692,P0DTD1-PRO_0000449628,0.0
Q9NY56,P0DTD1-PRO_0000449624,0.0
Q92600,P0DTC8,0.0
Q12772,P0DTC6,0.0
Q9HCK0,P0DTD1-PRO_0000449620,0.0
Q5T2R2,P0DTC6,0.0
P17612,P0DTD1-PRO_0000449630,1.0
Q5BN46,P0DTD2,0.0
Q9NUN5,P0DTC8,0.0
C4AMC7,P0DTD1-PRO_0000449620,0.0
Q6IFH4,P0DTD1-PRO_0000449632,0.0
P20340,P0DTD1-PRO_0000449630,0.0
Q8NBJ4,P0DTD1-PRO_0000449623,0.0
O75154,P0DTC8,0.0
Q5VUA4,P0DTD1-PRO_0000449628,0.0
Q96P31,P0DTD1-PRO_0000449626,0.0
Q96PE7,P0DTD2,0.0
P11940,P0DTC9,1.0
O75864,P0DTD1-PRO_0000449624,0.0
Q99801,P0DTD1-PRO_0000449620,0.0
P11511,P0DTC9,0.0
Q9NSN8,P0DTD1-PRO_0000449623,0.0
Q8N7C7,P0DTD1-PRO_0000449620,0.0
O15162,P0DTD1-PRO_0000449629,0.0
Q9H6T3,P0DTD1-PRO_0000449620,0.0
P14625,P0DTD1-PRO_0000449620,0.0
Q86XD8,P0DTC4,0.0
Q9UKL6,P0DTC5,0.0
Q9UN74,P0DTC2,0.0
Q9BZQ6,P0DTC8,1.0
Q68EN5,P0DTD1-PRO_0000449623,0.0
Q96CU9,P0DTC4,0.0
Q86XS5,P0DTD2,0.0
O75376,P0DTD1-PRO_0000449629,0.0
Q9BW60,P0DTD1-PRO_0000449623,0.0
P13861,P0DTD1-PRO_0000449630,1.0
P86434,P0DTD1-PRO_0000449633,0.0
Q8N9N8,P0DTC4,0.0
Q99615,P0DTD1-PRO_0000449628,1.0
P51687,P0DTC3,0.0
Q9UHD2,P0DTD1-PRO_0000449630,1.0
P55290,P0DTC6,0.0
Q8WXA9,P0DTD1-PRO_0000449631,0.0
A6NI47,P0DTD1-PRO_0000449619,0.0
Q12962,P0DTD1-PRO_0000449623,0.0
